ActionCount,Sensor,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20,time21,time22,time23,time24,time25,time26,time27,time28,time29,time30,time31,time32,time33,time34,time35,time36,time37,time38,time39,time40,time41,time42,time43,time44,time45,time46
Action 7,EMG3L,-2,0,-1,-1,-2,-2,1,2,-54,44,-15,-26,12,14,10,-16,-23,0,3,21,19,2,-11,2,-5,-3,-6,2,1,-3,-2,-1,0,-1,0,-1,-1,-1,-1,0,0,-2,0,-2,-2,0
Action 7,EMG4L,-3,1,0,-1,-3,-3,-2,7,39,-1,48,-34,-3,11,1,-20,-27,-6,-14,8,8,-3,-1,-3,-1,-2,-6,1,0,0,-1,0,1,-3,-1,-2,-2,-2,0,0,-3,2,-1,0,-1,0
Action 7,EMG5L,-2,1,-4,1,-1,-3,-4,1,15,-1,10,-7,0,-1,-5,-6,-22,2,-8,5,3,-4,-1,-3,-2,-2,-3,-1,-3,-1,0,-2,-2,1,0,-2,0,-2,-2,-2,-1,0,-1,0,0,0
Action 7,EMG6L,-1,-2,-5,0,0,2,-2,18,3,-25,1,-8,5,-10,-2,-12,11,12,-1,-3,-2,-9,-1,4,8,10,-5,3,-3,0,1,-2,-3,0,-1,2,-2,-1,-3,-1,-1,-2,-2,-3,-2,0
Action 7,EMG7L,-1,8,-3,7,-7,-1,-13,17,-6,-20,5,14,11,-21,9,-40,-1,-16,-1,43,2,5,-52,16,-13,11,-10,-1,0,-1,-1,-2,1,-2,-1,1,-1,-1,-2,0,-1,-2,-2,-2,2,0
Action 7,EMG0R,1,1,-1,-1,-6,-3,0,16,-5,22,4,-13,-10,1,-2,14,20,-13,14,-9,-13,24,14,-8,-5,22,-12,-4,-2,2,-1,-3,0,-4,1,-11,2,0,-2,-2,2,1,-5,-2,-2,0
Action 7,EMG1R,-3,-1,-3,-2,0,1,2,-5,21,37,22,0,-6,-2,-7,-26,6,2,-11,4,-3,4,0,5,-4,-8,0,0,4,0,-4,-2,1,-9,0,-2,0,1,0,0,0,-1,-1,0,2,0
Action 7,EMG2R,-2,-1,0,0,-2,-1,-2,-2,19,-4,24,-17,-2,4,1,-8,40,-10,-6,-11,-7,1,1,-9,2,-2,-1,-1,-3,1,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0
Action 7,EMG3R,1,1,-1,1,-1,-2,-1,-3,8,33,9,-8,4,0,3,-3,24,-7,-5,-8,-7,-2,0,-2,-3,0,3,-2,-3,-2,1,-2,-1,2,0,-2,-1,0,0,0,-1,0,0,0,-1,0
Action 7,EMG4R,-1,0,0,-2,-2,-2,-1,-5,4,1,-14,-12,4,0,2,-2,1,-1,-1,-3,-3,-1,0,-6,-1,2,0,0,-1,-1,1,-1,-3,-3,0,-2,0,-2,1,0,1,-2,1,-2,-3,0
