ActionCount,Sensor,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20,time21,time22,time23,time24,time25,time26,time27,time28,time29,time30,time31,time32,time33,time34,time35,time36,time37,time38,time39,time40,time41,time42,time43,time44,time45,time46
Action 34,ARY,-0.215332,-0.2080078,-0.2119141,-0.2021484,-0.2148438,-0.2290039,-0.4018555,-0.4858398,-0.4799805,-0.5483398,-0.6352539,-0.6235352,-0.6743164,-0.6459961,-0.6748047,-0.7607422,-0.7734375,-1.081543,-1.102051,-0.9550781,-0.9067383,-0.7827148,-0.9238281,-0.9956055,-1.037598,-0.8505859,-0.7773438,-0.4438477,-0.659668,-0.730957,-0.6264648,-0.5249023,-0.2680664,-0.2714844,-0.2807617,-0.1557617,-0.1870117,-0.2119141,-0.1665039,-0.2109375,-0.1938477,-0.184082,-0.1806641,-0.2075195,-0.1791992,0
Action 34,ARZ,-0.009765625,-0.01123047,-0.009277344,-0.02148438,-0.02441406,-0.0390625,-0.171875,-0.1347656,0.1303711,0.2202148,0.2485352,0.3149414,0.234375,0.1655273,0.152832,0.2358398,0.1772461,0.2207031,0.3696289,0.137207,-0.00390625,0.1884766,0.2749023,0.2236328,0.2236328,0.1523438,0.1474609,0.2973633,0.3955078,0.3320313,0.2856445,0.2431641,0.03027344,-0.1972656,-0.1660156,-0.03662109,0.01074219,-0.02490234,-0.02832031,-0.05078125,-0.0546875,-0.06933594,-0.05957031,-0.06005859,-0.02734375,0
Action 34,EMG0L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Action 34,EMG1L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Action 34,EMG2L,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Action 34,EMG3L,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
Action 34,EMG4L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Action 34,EMG5L,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Action 34,EMG6L,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Action 34,EMG7L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action 34,EMG0R,-11,5,-3,0,-2,-5,-40,43,-1,46,14,0,-5,-6,-3,11,12,-8,-5,0,-4,-19,-4,-3,3,-5,5,-15,-5,-1,0,-1,-2,9,-16,-5,-11,-6,-8,-1,0,-2,-14,16,5,0
Action 34,EMG1R,-7,2,-2,-1,-3,-7,-30,34,8,89,20,-7,-5,-9,-4,28,24,-15,-2,1,3,-40,-8,-1,6,-8,12,-30,-8,2,-1,-2,0,6,-24,-3,-3,2,-3,-2,-1,0,-6,4,3,0
Action 34,EMG2R,-4,1,0,0,-2,-1,-5,-6,10,85,1,14,3,0,-6,47,38,-10,18,-1,10,-87,-12,-1,11,-13,23,-63,-17,12,-5,-4,1,4,-15,-1,-1,-2,1,-2,-1,-3,-2,3,1,0
Action 34,EMG3R,-2,1,0,0,-1,43,-8,-6,55,66,-20,95,28,-23,-10,70,80,0,66,9,59,-112,-35,-14,22,-20,69,-85,-30,41,-14,-3,1,8,-11,-1,0,-3,2,-1,-1,-2,3,2,2,0
Action 34,EMG4R,-4,0,0,1,0,4,-25,23,28,93,18,36,12,-23,-12,41,43,-17,2,4,6,-79,-29,-5,8,-2,22,-61,-16,11,-4,0,-1,4,-4,1,-1,-4,1,-3,-2,-1,4,1,2,0
Action 34,EMG5R,-4,-1,0,-1,-3,-6,-20,26,8,70,24,10,-2,-11,-3,19,20,-14,-6,1,2,-12,-10,-9,4,2,10,-28,-7,2,0,1,-2,-5,-2,3,-4,-4,0,-2,-1,2,0,-3,10,0
Action 34,EMG6R,-7,-1,-3,-11,-4,-5,-18,21,3,38,25,-4,-5,-6,-5,8,-1,-12,1,-4,-4,-15,5,-8,0,1,5,-14,-1,-7,1,8,8,1,-10,-5,9,-3,5,-1,-14,5,-19,-39,25,0
Action 34,EMG7R,-4,0,-5,-4,-5,-5,-18,18,5,37,13,1,-5,-7,-4,10,8,-10,-4,4,1,-16,0,-6,2,-2,3,-12,-2,-4,-1,-1,4,20,1,-3,-28,-4,-7,-1,-4,-8,-10,36,-8,0
Action 34,GLX,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0
Action 34,GLY,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0
Action 34,GLZ,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0
