ActionCount,Sensor,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20,time21,time22,time23,time24,time25,time26,time27,time28,time29,time30,time31,time32,time33,time34,time35,time36,time37,time38,time39,time40,time41,time42,time43,time44,time45,time46
Action 188,OPR,3.043275,3.043259,3.043275,3.043259,3.043397,3.04351,3.043832,3.04397,3.041754,3.043651,3.049765,3.052202,3.04784,3.043789,3.044685,3.048369,3.051255,3.055654,3.056991,3.05512,3.057085,3.059646,3.061101,3.060099,3.058787,3.058144,3.058946,3.0597,3.056463,3.057807,3.061692,3.06199,3.058357,3.055828,3.058775,3.062642,3.05926,3.054645,3.053287,3.053612,3.051597,3.048708,3.043229,3.039554,3.038999,3.038969
Action 188,OYR,6.393889,6.394122,6.393889,6.394122,6.394373,6.394317,6.392912,6.378655,6.360325,6.334589,6.328697,6.336383,6.36529,6.39104,6.41055,6.418703,6.417833,6.415874,6.413699,6.411015,6.410972,6.408332,6.404354,6.405424,6.40998,6.408638,6.405883,6.403558,6.404933,6.408403,6.406752,6.411211,6.426488,6.439981,6.441708,6.434286,6.429522,6.428668,6.426558,6.424315,6.425665,6.42843,6.430018,6.435052,6.435245,6.436474
Action 189,ALX,0.9291992,0.9306641,0.9331055,0.9301758,0.9291992,0.940918,0.9711914,1.045898,0.9770508,0.8349609,0.6210938,0.2543945,0.02197266,-0.09082031,-0.1611328,-0.2709961,-0.3012695,-0.4189453,-0.6728516,-0.3930664,-0.4487305,-0.4033203,-0.4482422,-0.5732422,-0.4414063,-0.4082031,-0.4116211,-0.4321289,-0.4624023,-0.4907227,-0.4023438,-0.4042969,-0.4140625,-0.4736328,-0.1274414,-0.08056641,-0.01611328,0.3632813,0.6923828,1.0625,1.099121,0.9355469,0.9125977,0.9008789,0.9111328,0
Action 189,ALY,0.2744141,0.2797852,0.28125,0.2797852,0.2832031,0.2890625,0.3710938,0.5244141,0.5566406,0.7416992,0.7055664,0.7304688,0.6679688,0.706543,0.765625,0.7441406,0.7880859,0.7885742,0.8828125,0.8671875,0.828125,0.8291016,0.7929688,0.8642578,0.8349609,0.8261719,0.8017578,0.7915039,0.8085938,0.8144531,0.8173828,0.7998047,0.793457,0.7866211,0.7294922,0.5673828,0.6318359,0.6625977,0.9428711,0.652832,0.4829102,0.4072266,0.3232422,0.3168945,0.3095703,0
Action 189,ALZ,0.09863281,0.09619141,0.09716797,0.105957,0.09814453,0.09765625,0.09667969,0.2416992,0.4926758,0.5688477,0.6391602,0.5180664,0.4873047,0.4033203,0.3764648,0.434082,0.4907227,0.4355469,0.07861328,0.4360352,0.496582,0.4482422,0.402832,0.2387695,0.4086914,0.4609375,0.4580078,0.4365234,0.3725586,0.3110352,0.4799805,0.4584961,0.4135742,0.234375,0.3393555,0.418457,0.418457,0.6181641,0.4819336,0.2841797,0.1523438,0.1879883,0.1860352,0.1552734,0.1069336,0
Action 189,ARX,0.9394531,0.9365234,0.9370117,0.940918,0.9433594,0.9487305,0.9428711,0.9106445,0.9331055,0.9599609,0.9389648,0.9492188,0.9448242,0.9414063,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0.9282227,0
Action 189,ARY,-0.3237305,-0.3183594,-0.3154297,-0.3222656,-0.3203125,-0.3212891,-0.3325195,-0.3266602,-0.3422852,-0.3276367,-0.3056641,-0.2924805,-0.2993164,-0.3217773,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,-0.3295898,0
Action 189,ARZ,0.109375,0.1020508,0.1005859,0.1054688,0.1035156,0.1074219,0.09619141,0.1049805,0.1420898,0.1210938,0.08056641,0.07470703,0.05957031,0.08007813,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0.09130859,0
Action 189,EMG0L,1,0,0,2,-1,1,1,18,-22,4,19,21,-8,-44,-20,-12,20,12,9,2,6,-4,-12,-38,-12,-24,6,-3,0,-10,3,-2,3,-28,1,3,-5,-1,-3,-2,0,-5,0,-4,2,0
Action 189,EMG1L,-1,-1,-2,-1,-1,1,-5,0,0,2,15,5,1,-7,-12,-3,2,11,-6,5,4,-4,11,-13,-7,-5,-1,6,1,-8,0,-4,-2,-10,-4,5,-3,1,0,-2,-1,-3,0,-2,0,0
