ActionCount,Sensor,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20,time21,time22,time23,time24,time25,time26,time27,time28,time29,time30,time31,time32,time33,time34,time35,time36,time37,time38,time39,time40,time41,time42,time43,time44,time45,time46,time47
Action 39,EMG7R,-2,-6,-53,-10,4,5,26,-6,7,5,-2,-18,-5,0,0,-8,-6,-2,-4,-11,-13,-1,17,7,-20,-20,7,-53,7,4,10,22,15,8,-12,12,6,2,6,-8,16,-2,-30,-21,-18,0,0
Action 39,GLX,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,0,0
Action 39,GLY,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,0,0
Action 39,GLZ,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,0,0
Action 39,GRX,28.3125,-40.3125,-57.75,-57.625,-91.0625,-130.1875,-109.25,-70.75,22.5,103.75,134.75,116.75,108.125,74.875,70.625,50.625,7.375,-3.75,-36.5625,-45.1875,-38.75,-46.3125,-50.625,-31.6875,-2.1875,-29,-4.125,5.125,-7.4375,-4.25,8.5,6.875,-8.9375,-11.125,-7.125,21.1875,32.375,-14.3125,-18.625,1.5,1.125,-4.125,-5.25,5.3125,-2.9375,0,0
Action 39,GRY,28.3125,-40.3125,-57.75,-57.625,-91.0625,-130.1875,-109.25,-70.75,22.5,103.75,134.75,116.75,108.125,74.875,70.625,50.625,7.375,-3.75,-36.5625,-45.1875,-38.75,-46.3125,-50.625,-31.6875,-2.1875,-29,-4.125,5.125,-7.4375,-4.25,8.5,6.875,-8.9375,-11.125,-7.125,21.1875,32.375,-14.3125,-18.625,1.5,1.125,-4.125,-5.25,5.3125,-2.9375,0,0
Action 39,GRZ,28.3125,-40.3125,-57.75,-57.625,-91.0625,-130.1875,-109.25,-70.75,22.5,103.75,134.75,116.75,108.125,74.875,70.625,50.625,7.375,-3.75,-36.5625,-45.1875,-38.75,-46.3125,-50.625,-31.6875,-2.1875,-29,-4.125,5.125,-7.4375,-4.25,8.5,6.875,-8.9375,-11.125,-7.125,21.1875,32.375,-14.3125,-18.625,1.5,1.125,-4.125,-5.25,5.3125,-2.9375,0,0
Action 39,ORL,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,0,0
Action 39,OPL,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,0,0
Action 39,OYL,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,0,0
Action 39,ORR,2.058992,2.080965,2.200461,2.686797,3.100384,3.473926,3.57373,3.587354,3.552911,3.563294,3.586315,3.520735,3.435424,3.344671,3.319159,3.327935,3.310123,3.198974,2.969493,2.870915,2.780548,2.810062,2.841676,2.68858,2.542891,2.441348,2.435757,2.448083,2.458253,2.472457,2.447742,2.441349,2.457611,2.434071,2.387066,2.369855,2.408716,2.419388,2.395747,2.390609,2.376747,2.355127,2.365979,2.405093,2.408514,0,0
Action 39,OPR,7.024896,6.971513,6.9348,6.858953,6.721763,6.406115,6.145157,5.937156,5.891027,5.992105,6.104636,6.229194,6.291183,6.348711,6.42524,6.50974,6.641902,6.763264,6.900925,6.983387,7.029639,7.067107,7.1073,7.139322,7.151879,7.164988,7.165512,7.1664,7.16624,7.161968,7.158035,7.168108,7.171257,7.168058,7.167065,7.173404,7.179766,7.183251,7.180321,7.180254,7.181828,7.180838,7.181507,7.180712,7.181491,0,0
Action 39,OYR,5.878079,5.908575,6.134722,6.763129,7.372397,8.088711,8.505541,8.756411,8.806212,8.626187,8.327005,7.804402,7.418617,7.099751,6.82979,6.707976,6.627962,6.502358,6.320251,6.290334,6.28503,6.385069,6.541208,6.462376,6.330227,6.264414,6.279389,6.286131,6.302789,6.333877,6.308556,6.269252,6.297754,6.29151,6.261218,6.224856,6.211423,6.209559,6.222234,6.224872,6.206595,6.192928,6.211863,6.244525,6.251257,0,0
Action 40,ALX,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,0,0
Action 40,ALY,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0,0
Action 40,ALZ,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,0,0
Action 40,ARX,-0.9956055,-0.9975586,-1.032227,-1.080078,-1.039551,-1.005859,-0.9360352,-0.7890625,-0.7670898,-0.8222656,-0.7998047,-0.8662109,-0.9101563,-0.8901367,-0.8852539,-0.8369141,-0.8789063,-0.8735352,-0.8442383,-0.8969727,-0.9399414,-1.092773,-1.043457,-1.02832,-1.01709,-0.9824219,-1.008789,-0.9829102,-1.012207,-1.001953,-1.000977,-0.9921875,-0.9892578,-0.996582,-0.9946289,-0.9853516,-0.996582,-0.9980469,-1.006348,-0.996582,-1.001465,-0.9921875,-0.9926758,-1.014648,-0.9946289,0,0
Action 40,ARY,-0.2163086,-0.2866211,-0.3525391,-0.347168,-0.309082,-0.2949219,-0.3364258,-0.3876953,-0.5839844,-0.5854492,-0.609375,-0.5727539,-0.4047852,-0.3144531,-0.2529297,-0.3383789,-0.3984375,-0.3803711,-0.387207,-0.4272461,-0.4003906,-0.3212891,-0.3168945,-0.2871094,-0.2255859,-0.2304688,-0.2163086,-0.246582,-0.1928711,-0.2021484,-0.190918,-0.1875,-0.2050781,-0.1850586,-0.2060547,-0.1987305,-0.1889648,-0.2089844,-0.1992188,-0.2006836,-0.1958008,-0.1967773,-0.2041016,-0.1948242,-0.2089844,0,0
Action 40,ARZ,0.01269531,0.0625,0.1606445,0.2832031,0.4038086,0.4287109,0.3115234,0.2241211,0.1367188,0.3144531,0.3305664,0.3789063,0.3466797,0.4199219,0.4916992,0.4941406,0.3417969,0.1865234,0.2651367,0.3198242,0.2338867,0.06982422,-0.06005859,-0.1586914,-0.04638672,-0.02685547,-0.01953125,-0.03417969,-0.01220703,-0.02197266,-0.03369141,-0.02099609,-0.04345703,-0.03222656,-0.03173828,-0.04394531,-0.02587891,-0.05029297,-0.05810547,-0.03955078,-0.04052734,-0.04345703,-0.03271484,-0.02880859,-0.03857422,0,0
Action 40,EMG0L,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
Action 40,EMG1L,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
Action 40,EMG2L,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0
Action 40,EMG3L,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0
Action 40,EMG4L,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0
Action 40,EMG5L,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0
Action 40,EMG6L,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0
Action 40,EMG7L,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0
Action 40,EMG0R,-8,35,18,8,4,9,-22,14,-3,3,-3,-13,-10,6,-15,-6,-4,-2,0,-4,-1,-8,24,-14,8,9,0,-14,-20,-27,11,5,1,25,-1,-9,12,-5,-3,-17,1,0,-4,-5,-6,0,0
Action 40,EMG1R,24,47,21,-1,5,17,0,16,0,6,1,-29,14,8,-20,-16,-8,-1,0,-6,-2,-2,18,-15,8,12,6,-8,-5,-15,7,0,5,11,0,2,8,-4,2,-8,1,3,1,-6,-3,0,0
Action 40,EMG2R,34,43,29,-18,21,26,7,19,6,11,6,-23,23,13,-31,-27,-23,1,0,-12,-1,-2,16,-6,9,9,6,-5,-4,-6,3,0,4,4,2,-3,4,-2,0,-6,-2,2,2,-5,-3,0,0
Action 40,EMG3R,-1,10,18,-21,53,27,-9,35,33,32,22,-65,36,4,-64,-28,-48,-3,10,-27,5,-2,9,-7,4,4,9,-3,-5,-9,-3,-1,0,3,6,3,4,7,2,1,-10,1,4,-5,-3,0,0
Action 40,EMG4R,23,66,33,10,38,23,-3,20,-1,20,11,-55,32,17,-43,-5,-25,0,1,-12,3,1,8,3,2,4,5,-2,-4,-6,-2,-2,0,4,0,-3,0,2,2,-2,-6,1,3,-2,-1,0,0
Action 40,EMG5R,16,50,17,18,23,7,-10,13,-4,1,8,-26,16,11,-21,0,-10,1,-4,-4,-2,9,4,1,10,0,2,4,0,-17,-8,-1,-1,3,-1,1,3,4,7,-3,-6,4,7,-1,-5,0,0
Action 40,EMG6R,9,24,5,17,-1,-1,5,1,1,-14,2,-10,17,28,-9,-18,-5,-12,5,10,9,-4,-25,6,61,41,-7,13,-7,-44,-14,-11,-9,-32,15,39,17,6,17,-8,5,8,35,-5,-30,0,0
Action 40,EMG7R,3,26,10,9,0,4,-43,20,-9,0,-2,-8,-2,18,-12,-6,0,-7,-3,3,2,-26,47,-31,37,-9,-9,-16,-33,-28,8,3,10,43,-6,-26,11,-15,-7,-28,-2,1,-16,11,-5,0,0
Action 40,GLX,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,0,0
Action 40,GLY,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,0,0
Action 40,GLZ,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,0,0
Action 40,GRX,3.5625,-32.375,-52.9375,-109.25,-114.5,-117,-92.4375,-81.9375,-37.125,71.6875,88,120,143.3125,127.3125,85.5625,46.9375,39.0625,42.9375,16.125,-28.25,-49,-51.25,-43.5625,-48.5625,-60.0625,-9.625,-0.9375,-3.0625,1.875,-2.625,-1.0625,-2.75,-0.1875,0,-3.75,-3.0625,-1.75,-4.5,2.375,3.9375,2.6875,-0.6875,4.75,0.25,-0.25,0,0
Action 40,GRY,3.5625,-32.375,-52.9375,-109.25,-114.5,-117,-92.4375,-81.9375,-37.125,71.6875,88,120,143.3125,127.3125,85.5625,46.9375,39.0625,42.9375,16.125,-28.25,-49,-51.25,-43.5625,-48.5625,-60.0625,-9.625,-0.9375,-3.0625,1.875,-2.625,-1.0625,-2.75,-0.1875,0,-3.75,-3.0625,-1.75,-4.5,2.375,3.9375,2.6875,-0.6875,4.75,0.25,-0.25,0,0
Action 40,GRZ,3.5625,-32.375,-52.9375,-109.25,-114.5,-117,-92.4375,-81.9375,-37.125,71.6875,88,120,143.3125,127.3125,85.5625,46.9375,39.0625,42.9375,16.125,-28.25,-49,-51.25,-43.5625,-48.5625,-60.0625,-9.625,-0.9375,-3.0625,1.875,-2.625,-1.0625,-2.75,-0.1875,0,-3.75,-3.0625,-1.75,-4.5,2.375,3.9375,2.6875,-0.6875,4.75,0.25,-0.25,0,0
Action 40,ORL,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,8.171022,0,0
Action 40,OPL,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,7.151949,0,0
Action 40,OYL,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,8.727958,0,0
Action 40,ORR,2.021083,2.180618,2.445433,2.918565,3.281899,3.528194,3.614483,3.630293,3.548785,3.545466,3.556701,3.558891,3.537249,3.481089,3.376877,3.278174,3.265087,3.28172,3.277581,3.100427,2.990522,2.928989,2.883374,2.798034,2.68128,2.572239,2.558816,2.527547,2.509168,2.495777,2.474873,2.468088,2.46236,2.445099,2.382506,2.347429,2.324319,2.309844,2.317083,2.361682,2.40626,2.45713,2.484085,2.492965,2.496023,0,0
Action 40,OPR,6.991464,6.966012,6.94013,6.863476,6.706746,6.468423,6.236534,6.060986,6.003477,6.09561,6.163346,6.210605,6.278018,6.34111,6.424605,6.505197,6.596528,6.684005,6.780359,6.913023,6.964759,7.007639,7.039589,7.057513,7.09839,7.12945,7.144341,7.169738,7.175523,7.175754,7.174452,7.173358,7.172293,7.17433,7.174537,7.175302,7.17534,7.176154,7.175521,7.175639,7.175397,7.176513,7.175622,7.175832,7.178387,0,0
Action 40,OYR,5.917441,6.117424,6.471047,7.181046,7.788934,8.306499,8.646077,8.874392,8.991988,8.895391,8.717214,8.464825,8.002071,7.615886,7.252604,7.001487,6.852692,6.792518,6.729774,6.554082,6.503137,6.564617,6.596745,6.585144,6.570454,6.528595,6.517265,6.49657,6.467523,6.459991,6.440954,6.437768,6.440758,6.42096,6.368336,6.338129,6.316736,6.310209,6.318946,6.357656,6.398819,6.451472,6.475917,6.47956,6.487131,0,0
Action 41,ALX,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,-0.9785156,0,0
Action 41,ALY,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0.1699219,0,0
Action 41,ALZ,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,-0.1132813,0,0
Action 41,ARX,-0.996582,-0.9916992,-1.008301,-0.9946289,-1.011719,-0.9951172,-1.000488,-0.9941406,-1.074707,-1.039551,-1.093262,-1.110352,-0.9575195,-0.9047852,-0.7753906,-0.7246094,-0.8051758,-0.8725586,-0.9155273,-0.9277344,-0.8779297,-0.8701172,-0.8652344,-0.8774414,-0.9116211,-0.9648438,-0.9824219,-1.083008,-1.083984,-1.021484,-1.015137,-1.009277,-1.015137,-0.9941406,-0.9946289,-0.9970703,-1.017578,-0.9780273,-1.01123,-0.9975586,-1.002441,-1.000488,-1.005371,-0.9956055,-1.004883,0,0
Action 41,ARY,-0.2045898,-0.2070313,-0.1953125,-0.2011719,-0.2045898,-0.1972656,-0.2167969,-0.3271484,-0.2963867,-0.4052734,-0.3867188,-0.2075195,-0.1992188,-0.28125,-0.3115234,-0.6411133,-0.5849609,-0.6000977,-0.5332031,-0.3544922,-0.2905273,-0.2519531,-0.2768555,-0.3085938,-0.3432617,-0.3828125,-0.4306641,-0.3657227,-0.2324219,-0.2075195,-0.1933594,-0.2382813,-0.2016602,-0.1914063,-0.2216797,-0.199707,-0.1855469,-0.2216797,-0.1738281,-0.2041016,-0.1914063,-0.2045898,-0.2016602,-0.1962891,-0.2124023,0,0
Action 41,ARZ,-0.03125,-0.03125,-0.04003906,-0.02197266,-0.03564453,-0.02490234,-0.01757813,-0.2006836,-0.04101563,0.21875,0.2490234,0.5073242,0.5795898,0.2797852,0.1279297,0.09912109,0.3168945,0.4394531,0.3789063,0.4072266,0.4238281,0.4384766,0.3569336,0.2412109,0.2763672,0.2900391,0.2661133,0.1152344,0.05859375,-0.05029297,-0.1879883,-0.168457,0.0234375,0.009765625,-0.01806641,-0.008789063,0.005371094,-0.01318359,-0.002929688,-0.01611328,-0.01708984,-0.005371094,-0.0009765625,-0.005859375,-0.01904297,0,0
Action 41,EMG0L,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
Action 41,EMG1L,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
Action 41,EMG2L,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0
Action 41,EMG3L,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0
Action 41,EMG4L,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0
Action 41,EMG5L,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0
Action 41,EMG6L,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0
Action 41,EMG7L,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0
Action 41,EMG0R,10,2,-1,4,0,3,10,7,37,8,-53,9,3,4,0,-3,0,-4,3,4,18,3,-3,0,0,5,8,1,-2,2,17,5,-29,-27,-9,6,-18,11,6,9,-10,-8,-14,-11,5,0,0
Action 41,EMG1R,6,0,2,1,-2,2,1,13,16,-12,-51,5,3,2,2,-3,-2,-5,4,0,22,-1,-7,-1,1,10,16,4,-2,-2,6,2,-19,-9,-9,5,-17,7,6,11,-4,-10,-11,-3,1,0,0
Action 41,EMG2R,4,-1,0,0,-4,2,-3,7,-11,-66,-55,5,-4,-6,-6,-1,-18,7,5,22,36,0,-2,-3,2,30,27,2,-2,-2,1,-1,-7,-4,-3,4,-7,3,1,6,-3,-4,-4,-3,-2,0,0
Action 41,EMG3R,4,3,2,0,-1,0,8,43,-50,-55,-43,-5,-25,-12,-25,9,-59,50,0,60,60,-4,7,2,4,63,19,-5,-3,8,-9,-4,-2,0,-3,4,-9,2,7,3,-2,2,-4,-3,-3,0,0
Action 41,EMG4R,3,-2,-2,0,-1,-2,18,10,4,-21,-41,-2,-8,2,-12,-5,-16,16,22,25,43,1,-14,-1,0,28,15,-8,-1,0,-3,-3,3,-4,-2,1,-2,0,4,3,-2,-1,-2,-2,-2,0,0
Action 41,EMG5R,4,-3,-1,-2,3,-1,4,-4,4,-25,-35,11,-3,3,-2,-5,1,7,9,6,19,2,-11,0,1,13,10,-4,0,7,-6,3,4,-6,-6,2,-4,0,4,12,1,-3,-7,3,-5,0,0
Action 41,EMG6R,16,-17,1,1,4,-7,2,-7,6,1,-16,2,-16,2,-1,-9,27,-3,-6,-1,7,2,-5,2,0,9,13,2,-1,17,-16,14,48,-13,10,-14,1,-2,9,42,9,-13,-14,3,-9,0,0
Action 41,EMG7R,5,9,-4,5,2,2,2,-3,11,1,-25,5,3,3,0,-3,1,-4,-1,-2,12,0,-5,-2,1,7,7,2,-4,-3,40,5,-38,-44,0,5,-11,15,2,16,-8,-16,-19,-11,5,0,0
Action 41,GLX,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,0,0
Action 41,GLY,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,4.0625,0,0
