ActionCount,Sensor,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20,time21,time22,time23,time24,time25,time26,time27,time28,time29,time30,time31,time32,time33,time34,time35,time36,time37,time38,time39,time40,time41,time42,time43,time44,time45,time46,time47,time48,time49,time50,time51,time52,time53,time54,time55,time56,time57,time58,time59,time60,time61,time62,time63,time64,time65,time66,time67,time68,time69,time70,time71,time72,time73,time74,time75,time76,time77,time78,time79,time80,time81,time82,time83,time84,time85
Action 1,ALX,0.9204102,0.9189453,0.9399414,0.9467773,0.9086914,0.8964844,0.9189453,0.9384766,0.9462891,0.9648438,0.9233398,0.8491211,0.777832,0.777832,0.515625,0.4169922,0.2807617,0.07373047,0.03710938,-0.2548828,-0.543457,-0.6079102,-0.7158203,-0.7070313,-0.7949219,-0.8945313,-0.9404297,-1.091309,-1.257813,-1.001465,0.7890625,0.7275391,0.1191406,-0.009277344,0.03027344,0.006347656,0.01757813,0.02539063,0.07519531,0.2651367,0.2475586,0.4838867,0.6074219,0.8833008,0.9038086,1.194336,0.9794922,0.9155273,0.875,0.9033203,0.9526367,0.9155273,0.9091797,0.9223633,0.9316406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,ALY,0.3022461,0.2958984,0.3173828,0.3769531,0.4482422,0.4799805,0.5322266,0.6796875,0.7670898,0.7543945,0.7402344,0.7626953,0.8203125,0.8203125,0.8339844,0.7792969,0.6982422,0.6396484,0.5336914,0.4101563,0.3837891,0.2919922,0.2456055,0.2211914,0.1933594,0.1533203,0.1132813,0.07177734,0.1186523,0.2719727,0.2822266,0.2504883,0.4052734,0.4482422,0.4560547,0.4365234,0.425293,0.4238281,0.4013672,0.4174805,0.3115234,0.4047852,0.4907227,0.7714844,0.6103516,0.8037109,0.6762695,0.4892578,0.4819336,0.3203125,0.2709961,0.2792969,0.2890625,0.2880859,0.2729492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,ALZ,0.1323242,0.1254883,0.1455078,0.1586914,0.1616211,0.2075195,0.2553711,0.2612305,0.262207,0.3876953,0.4853516,0.6264648,0.65625,0.65625,0.7226563,0.7314453,0.7348633,0.6762695,0.6977539,0.6000977,0.4926758,0.4619141,0.4482422,0.5112305,0.5229492,0.4716797,0.4047852,0.3071289,0.4023438,0.7797852,0.8974609,0.7587891,0.9633789,0.9550781,0.9492188,0.9609375,0.9404297,0.8549805,0.7880859,0.4931641,0.4882813,0.512207,0.5996094,0.6098633,0.3808594,0.06494141,0.3017578,0.2744141,0.2729492,0.1367188,0.1186523,0.1352539,0.128418,0.08398438,0.1118164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,ARX,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,ARY,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,ARZ,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG0L,-3,4,9,3,17,4,-3,-9,-4,6,-7,4,5,5,8,5,-1,35,6,6,-8,-23,-10,5,-11,-10,4,5,0,0,0,-15,-22,9,-6,17,-4,6,0,6,-4,-3,-3,5,1,-5,0,0,-3,-2,-1,0,0,-1,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG1L,-1,2,-2,-1,-4,-4,-4,1,5,-10,-13,-6,-2,-2,8,-1,0,10,-8,4,-10,-28,2,-5,3,0,3,3,-3,14,8,-8,-23,14,-5,8,-10,3,-4,11,-2,-1,-1,6,-2,-2,0,0,0,-3,0,1,-1,-1,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG2L,-3,0,4,-3,-1,1,2,1,5,-34,-14,-20,-6,-6,5,-9,-5,-5,-17,-7,-7,-12,7,0,6,-6,-2,2,-3,1,14,-9,3,6,0,-8,2,-1,-2,2,-2,-2,-2,0,-1,-1,-2,2,-2,0,-2,-2,0,1,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG3L,-2,0,0,-3,-1,0,-2,2,5,-11,1,-4,-9,-9,0,-7,-18,-13,4,-29,5,-2,-5,4,3,-10,-2,12,7,21,28,-4,11,13,-4,7,7,-2,-36,0,5,-5,-1,2,-1,0,-1,-2,1,0,-4,1,-3,-2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG4L,-4,0,-1,-1,1,0,-6,0,-1,-4,1,-3,-11,-11,-3,-1,-3,2,17,-16,3,-3,-4,-7,3,1,0,-1,-8,55,22,-38,31,-16,1,-12,19,-5,-18,3,-4,0,-2,-2,-1,-1,-1,7,-6,1,7,2,0,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG5L,-3,0,0,-1,0,0,-2,-2,-1,-1,-3,0,-2,-2,-4,3,-1,2,5,-5,3,-1,1,-2,0,-1,2,3,12,2,1,5,-4,-2,0,-3,6,1,-53,10,1,8,-3,-1,-1,-4,2,1,0,-1,21,6,36,3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG6L,-2,2,2,-1,0,0,-3,2,-2,2,-3,0,-2,-2,3,1,-5,12,0,1,-4,-5,6,4,-5,0,6,19,24,1,-18,2,-16,-1,-11,17,6,1,-12,2,7,3,-1,1,0,-3,1,0,-7,12,-3,-11,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG7L,-1,6,9,5,0,-1,-5,-2,-4,4,-4,5,0,0,13,8,-9,44,4,13,-7,6,-6,-9,-19,-7,0,20,27,32,-18,-37,-41,-2,-13,30,15,8,-6,-12,-13,11,2,2,0,-5,4,-1,-5,4,-12,-6,-5,-3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG0R,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG1R,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG2R,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG3R,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG4R,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG5R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG6R,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,EMG7R,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,GLX,-1.1875,-1.375,0.9375,6.5625,0.0625,-22.1875,-16.0625,-2.25,-8.0625,-33.8125,-41.1875,-38.625,-38.9375,-38.9375,-81.5,-90.5625,-93.375,-85,-74.0625,-68.8125,-50.375,-44.6875,-21.375,-8.125,-4,-4,-7.125,-6.8125,10.4375,30.1875,12.875,38.0625,19.5625,-6.375,13.4375,-1.8125,-0.375,8.125,14.6875,15.5,43.5,130.5,147.0625,154.5,95.75,-47.625,56.5,-57.0625,-22.9375,-7.25,37.25,35.4375,15.75,4.375,6.0625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,GLY,-1.1875,-1.375,0.9375,6.5625,0.0625,-22.1875,-16.0625,-2.25,-8.0625,-33.8125,-41.1875,-38.625,-38.9375,-38.9375,-81.5,-90.5625,-93.375,-85,-74.0625,-68.8125,-50.375,-44.6875,-21.375,-8.125,-4,-4,-7.125,-6.8125,10.4375,30.1875,12.875,38.0625,19.5625,-6.375,13.4375,-1.8125,-0.375,8.125,14.6875,15.5,43.5,130.5,147.0625,154.5,95.75,-47.625,56.5,-57.0625,-22.9375,-7.25,37.25,35.4375,15.75,4.375,6.0625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,GLZ,-1.1875,-1.375,0.9375,6.5625,0.0625,-22.1875,-16.0625,-2.25,-8.0625,-33.8125,-41.1875,-38.625,-38.9375,-38.9375,-81.5,-90.5625,-93.375,-85,-74.0625,-68.8125,-50.375,-44.6875,-21.375,-8.125,-4,-4,-7.125,-6.8125,10.4375,30.1875,12.875,38.0625,19.5625,-6.375,13.4375,-1.8125,-0.375,8.125,14.6875,15.5,43.5,130.5,147.0625,154.5,95.75,-47.625,56.5,-57.0625,-22.9375,-7.25,37.25,35.4375,15.75,4.375,6.0625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,GRX,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,GRY,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,GRZ,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,ORL,6.850481,6.84972,6.848011,6.84344,6.834132,6.798614,6.765583,6.747948,6.741718,6.690236,6.633448,6.580916,6.555791,6.555791,6.444916,6.394591,6.342242,6.244823,6.104537,5.952057,5.809639,5.760219,5.606424,5.55212,5.493908,5.460495,5.4417,5.435401,5.461585,5.499517,5.573942,5.611433,5.652857,5.629674,5.653979,5.662225,5.662089,5.680593,5.702439,5.766525,5.807244,6.041106,6.260508,6.643916,6.799255,7.010312,7.017079,6.92314,6.788074,6.769797,6.792067,6.811544,6.836631,6.860255,6.861069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,OPL,3.043873,3.043916,3.046427,3.05623,3.064502,3.091485,3.139439,3.229427,3.298165,3.463067,3.681397,3.947058,4.096911,4.096911,4.580379,4.744082,4.905824,5.214663,5.618597,5.983589,6.278898,6.356204,6.540866,6.579427,6.621547,6.65879,6.660376,6.59572,6.215168,5.910167,5.242452,5.056746,4.984677,4.971576,4.964255,4.972442,4.977395,4.981978,4.974571,4.916029,4.855785,4.619908,4.336354,3.757412,3.418101,3.118841,2.945375,2.950082,2.98462,3.048536,3.068526,3.081414,3.080635,3.071272,3.07041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,OYL,5.891117,5.890973,5.893382,5.905706,5.915926,5.933531,5.945828,5.963969,5.968216,5.992113,6.007408,6.018573,6.023675,6.023675,6.023211,6.020203,6.016606,6.004196,5.973803,5.912486,5.829635,5.795731,5.676486,5.62493,5.570011,5.542323,5.53319,5.536011,5.575574,5.599209,5.671526,5.675388,5.681945,5.686527,5.689938,5.688682,5.688505,5.6888,5.684029,5.675091,5.670309,5.700934,5.713536,5.780116,5.802901,5.587969,5.5701,5.624579,5.698174,5.684655,5.707403,5.753858,5.770267,5.764658,5.771752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,ORR,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,OPR,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 1,OYR,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 2,ALX,0.9208984,0.9213867,0.9248047,0.9174805,0.8837891,0.9213867,1.022949,0.9277344,0.7890625,0.4672852,0.09765625,-0.2680664,-0.3378906,-0.5654297,-0.8188477,-0.8408203,-0.8945313,-0.8950195,-0.972168,-1.018555,-1.188477,-0.3759766,0.5595703,-0.03271484,-0.07958984,-0.07958984,-0.1074219,-0.1201172,-0.08935547,-0.006347656,0.04589844,0.1962891,0.4511719,0.5664063,0.7421875,1.017578,1.124512,1.080566,0.972168,0.8666992,0.8242188,0.9106445,0.9296875,0.9541016,0.9511719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 2,ALY,0.2939453,0.3007813,0.3051758,0.3393555,0.4907227,0.6660156,0.7563477,0.6972656,0.8237305,0.6660156,0.5981445,0.355957,0.2773438,0.1713867,0.1274414,0.1347656,0.1254883,0.1357422,0.09326172,0.09667969,0.2006836,0.5078125,0.2548828,0.3344727,0.3623047,0.3623047,0.3764648,0.3886719,0.3754883,0.3237305,0.2753906,0.3378906,0.3383789,0.5727539,0.6381836,1.032227,0.4741211,0.7905273,0.4672852,0.5581055,0.4458008,0.2749023,0.2709961,0.2636719,0.2392578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 2,ALZ,0.1328125,0.1259766,0.1323242,0.1450195,0.206543,0.2158203,0.2832031,0.6137695,0.8540039,0.9194336,0.7470703,0.5454102,0.4697266,0.3837891,0.3535156,0.3583984,0.3666992,0.4008789,0.3769531,0.3779297,0.4614258,1.049805,0.9389648,1.018555,0.9492188,0.9492188,0.9472656,0.9487305,0.8896484,0.7851563,0.6347656,0.6689453,0.4990234,0.5107422,0.4858398,0.3188477,0.1943359,0.1704102,0.2817383,0.2910156,0.2553711,0.2402344,0.1357422,0.08251953,0.07275391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Action 2,ARX,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
