ActionCount,Sensor,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20,time21,time22,time23,time24,time25,time26,time27,time28,time29,time30,time31,time32,time33,time34,time35,time36,time37,time38,time39,time40,time41,time42,time43,time44,time45,time46,time47,time48,time49,time50,time51,time52,time53,time54,time55,time56,time57,time58,time59,time60,time61,time62,time63,time64,time65,time66,time67,time68,time69,time70,time71,time72,time73,time74,time75,time76,time77,time78,time79,time80,time81,time82,time83,time84,time85
Action 17,GLX,-1.1875,-2.0625,-1.9375,-1.5625,-1.25,-4.3125,-2.6875,-2.375,0.8125,2.25,3.625,6.6875,20.75,22.625,-2.3125,-17.75,-40.9375,-74.875,-76.75,-74.0625,-98.25,-116.5,-116.25,-108.875,-86.625,-86.625,-66.8125,-58.4375,-45.875,-22.8125,-24.0625,-9.5,-13.6875,-5.25,-10.625,-9.1875,-10.8125,-14.1875,-16.1875,-3.9375,-8.75,14.375,8.6875,8.6875,-16.25,-38.375,9.875,22.625,22.625,3.1875,12.25,7.5,1.8125,0.6875,-0.375,2.3125,4.9375,6.375,7.125,13.3125,26.375,47.625,49.5625,49.5625,49.875,139.6875,157.1875,151.9375,127.8125,110.25,87.625,58.3125,89.3125,49.25,23.3125,38.3125,-9.0625,-71.125,-71.8125,-27.75,41.1875,67.75,45.5625,NaN,NaN
Action 17,GLY,-1.1875,-2.0625,-1.9375,-1.5625,-1.25,-4.3125,-2.6875,-2.375,0.8125,2.25,3.625,6.6875,20.75,22.625,-2.3125,-17.75,-40.9375,-74.875,-76.75,-74.0625,-98.25,-116.5,-116.25,-108.875,-86.625,-86.625,-66.8125,-58.4375,-45.875,-22.8125,-24.0625,-9.5,-13.6875,-5.25,-10.625,-9.1875,-10.8125,-14.1875,-16.1875,-3.9375,-8.75,14.375,8.6875,8.6875,-16.25,-38.375,9.875,22.625,22.625,3.1875,12.25,7.5,1.8125,0.6875,-0.375,2.3125,4.9375,6.375,7.125,13.3125,26.375,47.625,49.5625,49.5625,49.875,139.6875,157.1875,151.9375,127.8125,110.25,87.625,58.3125,89.3125,49.25,23.3125,38.3125,-9.0625,-71.125,-71.8125,-27.75,41.1875,67.75,45.5625,NaN,NaN
Action 17,GLZ,-1.1875,-2.0625,-1.9375,-1.5625,-1.25,-4.3125,-2.6875,-2.375,0.8125,2.25,3.625,6.6875,20.75,22.625,-2.3125,-17.75,-40.9375,-74.875,-76.75,-74.0625,-98.25,-116.5,-116.25,-108.875,-86.625,-86.625,-66.8125,-58.4375,-45.875,-22.8125,-24.0625,-9.5,-13.6875,-5.25,-10.625,-9.1875,-10.8125,-14.1875,-16.1875,-3.9375,-8.75,14.375,8.6875,8.6875,-16.25,-38.375,9.875,22.625,22.625,3.1875,12.25,7.5,1.8125,0.6875,-0.375,2.3125,4.9375,6.375,7.125,13.3125,26.375,47.625,49.5625,49.5625,49.875,139.6875,157.1875,151.9375,127.8125,110.25,87.625,58.3125,89.3125,49.25,23.3125,38.3125,-9.0625,-71.125,-71.8125,-27.75,41.1875,67.75,45.5625,NaN,NaN
Action 17,GRX,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,NaN,NaN
Action 17,GRY,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,NaN,NaN
Action 17,GRZ,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,NaN,NaN
Action 17,ORL,6.818709,6.816451,6.815945,6.813428,6.81402,6.812092,6.809076,6.810353,6.815876,6.818942,6.823933,6.825192,6.819128,6.836984,6.847679,6.843102,6.828664,6.813824,6.739686,6.647681,6.531958,6.392809,6.262047,6.139868,6.027942,6.027942,5.919973,5.861509,5.643606,5.465501,5.365232,5.141292,5.11434,5.091463,5.100794,5.104129,5.102567,5.108025,5.124172,5.153778,5.274832,5.367729,5.431298,5.431298,5.478514,5.465194,5.467403,5.492951,5.492951,5.522947,5.538807,5.557739,5.564255,5.565869,5.56737,5.569352,5.580846,5.58553,5.596911,5.605001,5.629663,5.677236,5.709501,5.709501,5.77291,6.006707,6.17142,6.324544,6.453903,6.49961,6.534743,6.645267,6.69486,6.872963,6.905838,6.918691,6.970214,6.917915,6.877972,6.816269,6.858055,6.973757,7.012052,NaN,NaN
Action 17,OPL,3.001694,3.001999,3.001613,3.002364,3.002178,3.002742,3.002479,3.001409,2.997997,2.997364,2.997097,2.997639,3.001946,3.012105,3.029311,3.039941,3.082772,3.127418,3.247508,3.43786,3.707152,4.065057,4.48476,4.943035,5.405964,5.405964,5.841504,6.043128,6.537971,6.768719,6.851272,6.983642,7.001578,7.009226,7.001387,6.98163,6.956918,6.944105,6.892574,6.824556,6.659493,6.392743,5.997025,5.997025,5.577205,5.443616,5.329767,5.323723,5.323723,5.278197,5.272353,5.270117,5.269057,5.266635,5.265366,5.262179,5.257298,5.256409,5.249485,5.24116,5.212709,5.168916,5.132254,5.132254,5.020105,4.698099,4.482343,4.237793,3.99242,3.878901,3.773408,3.478316,3.386911,3.185562,3.102021,3.070175,3.033972,3.045781,3.049359,3.055619,3.031928,3.008602,3.003131,NaN,NaN
Action 17,OYL,3.740576,3.740679,3.740231,3.740705,3.739722,3.737842,3.737039,3.73449,3.727179,3.725175,3.722169,3.725115,3.751229,3.759738,3.755145,3.750455,3.728226,3.701987,3.687181,3.70346,3.717632,3.734853,3.731523,3.708315,3.6536,3.6536,3.585405,3.538333,3.357392,3.186626,3.090775,2.871271,2.850189,2.835429,2.854389,2.86929,2.878354,2.892232,2.937788,2.979968,3.12904,3.230006,3.304587,3.304587,3.398839,3.424407,3.444905,3.471252,3.471252,3.50303,3.519509,3.52985,3.53281,3.533584,3.533849,3.534951,3.535708,3.535501,3.533464,3.532029,3.529194,3.532665,3.538335,3.538335,3.5446,3.588928,3.62498,3.669508,3.704465,3.728221,3.746766,3.759518,3.75932,3.714234,3.704116,3.712759,3.691618,3.676246,3.674796,3.664693,3.631166,3.59124,3.579228,NaN,NaN
Action 17,ORR,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,NaN,NaN
Action 17,OPR,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,NaN,NaN
Action 17,OYR,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,NaN,NaN
Action 18,ALX,0.9282227,0.921875,0.9243164,0.9155273,0.9233398,0.9155273,0.8867188,0.8867188,1.056152,0.9736328,0.9677734,0.8789063,0.8789063,0.6137695,0.3911133,0.2358398,0.2358398,0.01904297,-0.2871094,-0.3652344,-0.3652344,-0.3959961,-0.6020508,-0.8168945,-0.8168945,-0.7832031,-0.8720703,-0.9042969,-0.9042969,-0.9570313,-0.9545898,-0.9770508,-0.9770508,-1.189941,-1.40332,-1.40332,-1.40332,0.8662109,-0.02001953,-0.3012695,-0.1176758,-0.1811523,-0.1811523,-0.1640625,-0.1787109,-0.171875,-0.1704102,-0.1611328,-0.1049805,-0.1049805,0.1494141,0.1494141,0.1552734,0.1621094,0.1679688,0.1679688,0.1679688,0.7416992,0.8383789,0.8383789,1.095703,1.101563,1.021973,0.887207,0.8442383,0.8442383,0.8466797,0.8496094,0.9003906,0.9208984,0.9335938,0.9360352,0.9433594,0.9316406,0.9301758,0.9213867,0.9326172,0.9272461,0.9296875,0.940918,0.9282227,0.9248047,NaN,NaN,NaN
Action 18,ALY,0.2900391,0.2841797,0.293457,0.2783203,0.3481445,0.4282227,0.6616211,0.6616211,0.6035156,0.784668,0.7441406,0.7460938,0.7460938,0.840332,0.7915039,0.7324219,0.7324219,0.5703125,0.5097656,0.4350586,0.4350586,0.371582,0.2099609,0.06787109,0.06787109,0.06445313,0.01025391,0.005371094,0.005371094,-0.01855469,-0.02978516,-0.005859375,-0.005859375,-0.1464844,-0.1176758,-0.1176758,-0.1176758,0.1982422,0.2822266,0.2905273,0.3798828,0.3808594,0.3808594,0.3740234,0.3320313,0.3603516,0.359375,0.3569336,0.3427734,0.3427734,0.2109375,0.2109375,0.1938477,0.2558594,0.3676758,0.3676758,0.3676758,0.8623047,0.9736328,0.9736328,0.769043,0.7348633,0.8725586,0.5092773,0.4960938,0.4960938,0.5581055,0.487793,0.40625,0.4335938,0.4228516,0.3012695,0.2680664,0.2529297,0.2739258,0.2963867,0.2773438,0.2685547,0.2768555,0.2856445,0.2885742,0.2939453,NaN,NaN,NaN
Action 18,ALZ,0.1298828,0.1318359,0.1420898,0.1123047,0.1821289,0.1533203,0.1801758,0.1801758,0.2861328,0.409668,0.5058594,0.6630859,0.6630859,0.824707,0.8242188,0.8237305,0.8237305,0.7651367,0.6079102,0.5908203,0.5908203,0.5498047,0.4526367,0.1928711,0.1928711,0.3081055,0.3857422,0.3920898,0.3920898,0.3354492,0.3305664,0.21875,0.21875,0.08349609,0.3466797,0.3466797,0.3466797,0.8618164,1.164063,1.131348,0.9311523,0.9414063,0.9414063,0.9511719,0.9638672,0.9765625,0.9682617,0.953125,0.9047852,0.9047852,0.6303711,0.6303711,0.5673828,0.4628906,0.465332,0.465332,0.465332,0.7729492,0.5151367,0.5151367,0.2563477,0.2675781,0.2553711,0.2358398,0.2612305,0.2612305,0.2724609,0.2651367,0.2329102,0.1557617,0.137207,0.08984375,0.1049805,0.1147461,0.1293945,0.1206055,0.1005859,0.1132813,0.1152344,0.1044922,0.1220703,0.1274414,NaN,NaN,NaN
Action 18,ARX,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,NaN,NaN,NaN
Action 18,ARY,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,NaN,NaN,NaN
Action 18,ARZ,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,NaN,NaN,NaN
Action 18,EMG0L,-1,0,6,2,8,-6,2,5,-9,-3,-14,5,2,2,4,-22,-12,-5,-17,10,-25,-34,-11,-4,-4,17,0,6,5,-25,-4,-5,2,-11,-7,-5,-13,18,3,9,2,13,7,-3,-11,17,-16,2,-6,7,7,-24,-30,-1,-20,0,-2,6,0,15,-2,7,-4,11,4,4,10,-2,-5,-3,0,-1,-3,-1,-1,1,-2,-1,-1,-1,-1,-1,NaN,NaN,NaN
Action 18,EMG1L,-1,-1,0,-3,0,-2,3,6,-9,6,7,-3,0,3,2,-7,-7,8,-12,-3,-11,0,-16,15,-11,10,-8,5,-15,-22,1,-23,0,-6,-3,-27,-26,23,-10,2,-8,7,17,-5,-5,15,-3,2,-11,9,-14,-19,-5,-6,-5,-2,-1,12,2,13,-6,2,-4,-2,-2,-2,0,-1,-2,-1,-2,0,-3,-2,-1,-1,-2,-3,-1,-1,1,-1,NaN,NaN,NaN
Action 18,EMG2L,0,-1,-3,-3,-6,0,-3,-2,6,-29,37,6,1,6,-4,4,-2,8,2,1,5,14,-23,8,16,6,-7,-1,-13,0,2,-16,-11,-4,1,-26,-21,19,-7,1,-16,1,4,-5,-3,-1,11,-4,-9,3,0,-2,-4,-3,-2,-3,1,5,-5,0,-4,-3,-3,-3,-1,-1,3,-6,0,1,-1,-1,-1,-1,-1,1,-1,-1,-2,-1,-2,0,NaN,NaN,NaN
Action 18,EMG3L,-1,0,8,5,-7,2,0,-26,-1,-6,8,-7,-16,19,4,8,11,8,-20,17,6,14,-65,40,-5,12,-15,3,-1,-18,0,-31,-34,-8,-5,-20,-33,15,-56,-15,3,-19,-2,-9,-2,1,0,-2,-9,-4,-1,-7,-1,-1,-3,-2,-3,2,-7,0,-2,-1,-2,-1,-2,-2,-4,-1,1,0,0,-2,-1,0,-1,0,-3,0,0,-2,-2,-3,NaN,NaN,NaN
Action 18,EMG4L,-2,-1,0,4,0,-3,-7,-4,1,0,11,4,1,-2,2,-1,2,2,-7,1,-3,1,-21,-4,-9,4,3,3,-81,-128,-84,-67,-33,-33,34,23,-40,-1,6,-37,2,-128,-14,0,12,4,-30,27,3,27,-11,-23,4,1,0,1,-7,0,-45,8,1,-6,0,0,-2,-2,1,3,4,-6,3,-1,2,-5,11,-2,0,-4,2,-1,6,3,NaN,NaN,NaN
Action 18,EMG5L,-2,-2,3,1,-2,1,1,0,2,-2,1,-2,1,-1,-2,0,-1,3,-3,-3,-6,2,-3,2,0,4,-4,-1,-19,-31,-13,-20,-8,-26,7,2,3,-15,10,-6,31,-8,6,-21,10,1,-4,3,8,4,2,6,1,-9,-1,0,-3,0,-11,-4,2,-2,-7,1,2,2,-3,11,-12,-11,4,-11,-10,-4,-45,-1,12,-1,2,-1,-7,4,NaN,NaN,NaN
Action 18,EMG6L,8,-5,2,1,0,2,1,0,2,-2,6,-3,4,0,1,2,-2,13,1,-7,-20,11,5,11,3,-30,-12,1,-6,11,7,11,14,-23,4,1,35,-56,25,-7,7,10,11,-8,-13,-7,10,-23,6,-1,-1,-4,-3,-3,1,1,-5,0,-2,-6,-2,-3,0,-1,1,1,-2,1,-3,3,-1,-4,1,8,-2,1,4,-1,0,-12,-4,3,NaN,NaN,NaN
Action 18,EMG7L,0,-4,9,-4,-5,-5,-12,-3,-7,-4,5,1,9,-3,-1,-12,-5,21,1,7,-37,5,-11,10,-16,23,18,13,14,-15,1,2,16,-2,-39,29,33,60,44,5,8,9,8,-10,-9,-2,-6,-7,21,-6,33,-2,-7,-4,-5,1,-4,-3,2,16,-13,5,-2,11,10,10,0,1,-5,-16,3,3,-18,15,5,7,6,-4,-2,-3,-4,0,NaN,NaN,NaN
Action 18,EMG0R,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NaN,NaN,NaN
Action 18,EMG1R,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NaN,NaN,NaN
Action 18,EMG2R,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,NaN,NaN,NaN
Action 18,EMG3R,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NaN,NaN,NaN
Action 18,EMG4R,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,NaN,NaN,NaN
Action 18,EMG5R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN
Action 18,EMG6R,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN
Action 18,EMG7R,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NaN,NaN,NaN
Action 18,GLX,-2.125,0.25,-1.25,-4.9375,9.875,8.625,-66.625,-66.625,-70.5,-54.3125,-62,-83.625,-83.625,-79.9375,-101.1875,-108.5,-108.5,-115.25,-81.0625,-80,-80,-76,-45.3125,-13.25,-13.25,20.3125,1.375,-2,-2,-12.5,-10.1875,-20.0625,-20.0625,-8.875,11.125,11.125,11.125,9.1875,41.3125,28.625,-7,9.4375,9.4375,5.0625,2.9375,-2.1875,0.9375,4.5,11.75,11.75,37.3125,37.3125,40.8125,53.875,99.6875,99.6875,99.6875,201,116.25,116.25,83.25,90.0625,32.875,-88.4375,-36.4375,-36.4375,-25.1875,-27.6875,-6.1875,-5,-13.0625,-9,0.25,10.5,14.8125,12.6875,6,6.125,9.9375,10.5,9.625,9.0625,NaN,NaN,NaN
Action 18,GLY,-2.125,0.25,-1.25,-4.9375,9.875,8.625,-66.625,-66.625,-70.5,-54.3125,-62,-83.625,-83.625,-79.9375,-101.1875,-108.5,-108.5,-115.25,-81.0625,-80,-80,-76,-45.3125,-13.25,-13.25,20.3125,1.375,-2,-2,-12.5,-10.1875,-20.0625,-20.0625,-8.875,11.125,11.125,11.125,9.1875,41.3125,28.625,-7,9.4375,9.4375,5.0625,2.9375,-2.1875,0.9375,4.5,11.75,11.75,37.3125,37.3125,40.8125,53.875,99.6875,99.6875,99.6875,201,116.25,116.25,83.25,90.0625,32.875,-88.4375,-36.4375,-36.4375,-25.1875,-27.6875,-6.1875,-5,-13.0625,-9,0.25,10.5,14.8125,12.6875,6,6.125,9.9375,10.5,9.625,9.0625,NaN,NaN,NaN
Action 18,GLZ,-2.125,0.25,-1.25,-4.9375,9.875,8.625,-66.625,-66.625,-70.5,-54.3125,-62,-83.625,-83.625,-79.9375,-101.1875,-108.5,-108.5,-115.25,-81.0625,-80,-80,-76,-45.3125,-13.25,-13.25,20.3125,1.375,-2,-2,-12.5,-10.1875,-20.0625,-20.0625,-8.875,11.125,11.125,11.125,9.1875,41.3125,28.625,-7,9.4375,9.4375,5.0625,2.9375,-2.1875,0.9375,4.5,11.75,11.75,37.3125,37.3125,40.8125,53.875,99.6875,99.6875,99.6875,201,116.25,116.25,83.25,90.0625,32.875,-88.4375,-36.4375,-36.4375,-25.1875,-27.6875,-6.1875,-5,-13.0625,-9,0.25,10.5,14.8125,12.6875,6,6.125,9.9375,10.5,9.625,9.0625,NaN,NaN,NaN
