ActionCount,Sensor,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20,time21,time22,time23,time24,time25,time26,time27,time28,time29,time30,time31,time32,time33,time34,time35,time36,time37,time38,time39,time40,time41,time42,time43,time44,time45,time46,time47
Action 31,GRY,0,-0.875,-1.8125,-1.3125,-17.8125,-7.1875,-46.25,-45.875,-77.875,54.375,180.0625,180.4375,92.625,36,-2.3125,-127.875,-151.625,-155.6875,-79.375,-15.6875,-11.8125,68.625,116.375,97.0625,34,15.9375,0.0625,-31.625,-42.4375,-13.25,-2.9375,-16.6875,-6.75,-4.25,-1.8125,-3.1875,0.125,-2.25,-2.1875,-6.6875,-5,3.5,-3.3125,-3.875,5.875,0,0
Action 31,GRZ,0,-0.875,-1.8125,-1.3125,-17.8125,-7.1875,-46.25,-45.875,-77.875,54.375,180.0625,180.4375,92.625,36,-2.3125,-127.875,-151.625,-155.6875,-79.375,-15.6875,-11.8125,68.625,116.375,97.0625,34,15.9375,0.0625,-31.625,-42.4375,-13.25,-2.9375,-16.6875,-6.75,-4.25,-1.8125,-3.1875,0.125,-2.25,-2.1875,-6.6875,-5,3.5,-3.3125,-3.875,5.875,0,0
Action 31,ORL,8.731922,8.746569,8.746569,8.754556,8.752401,8.756963,8.73493,8.708344,8.019555,7.432916,7.281645,6.924721,6.875278,6.854378,6.821215,6.761325,6.74115,6.738414,6.78322,6.80258,6.820906,6.862699,6.901219,6.981977,7.181473,7.412793,7.681656,8.041305,8.248242,8.424939,8.564738,8.616873,8.654731,8.687997,8.733011,8.744124,8.755152,8.765649,8.762585,8.754455,8.749094,8.748246,8.753661,8.743353,8.745841,0,0
Action 31,OPL,7.072043,7.069415,7.069415,7.071295,7.072429,7.061314,7.021735,7.023941,7.055177,7.028542,7.003691,6.866771,6.830316,6.819837,6.824747,6.847216,6.862092,6.871604,6.881693,6.880805,6.882866,6.885499,6.892251,6.909414,6.949594,6.97796,6.993426,6.993444,6.982379,6.967022,6.963205,6.970694,6.983835,6.993333,7.005735,7.012349,7.01239,7.010528,7.011223,7.012578,7.014971,7.020344,7.023399,7.032351,7.035281,0,0
Action 31,OYL,8.546971,8.56089,8.56089,8.571268,8.569113,8.572649,8.542871,8.489037,7.757297,7.099792,6.923229,6.531341,6.474735,6.468029,6.457757,6.440481,6.437648,6.433969,6.465312,6.484112,6.506545,6.548372,6.605436,6.714569,6.942229,7.196101,7.493425,7.857386,8.059877,8.257352,8.437726,8.508039,8.556691,8.581781,8.608382,8.616994,8.623582,8.621266,8.613598,8.603675,8.596656,8.591981,8.596989,8.592879,8.597621,0,0
Action 31,ORR,1.652806,1.649832,1.647596,1.655521,1.650116,1.604357,1.777163,2.233226,2.794343,3.171688,3.59867,3.979873,4.226292,4.245322,4.178031,3.865994,3.564959,3.294892,3.270594,3.353684,3.412626,3.409751,3.474459,3.471882,3.289067,3.084809,2.768458,2.523986,2.271878,2.078115,1.867866,1.7552,1.713423,1.689404,1.668322,1.662481,1.673508,1.673207,1.672185,1.664987,1.662199,1.664692,1.662502,1.664063,1.701585,0,0
Action 31,OPR,7.144357,7.146544,7.146506,7.144783,7.131942,7.072684,7.029847,6.992686,6.828498,6.594476,6.330194,6.08971,5.969768,6.028153,6.19631,6.440823,6.607187,6.734184,6.772056,6.762483,6.773999,6.791521,6.831558,6.887739,6.966787,7.003034,7.040219,7.065527,7.089793,7.123157,7.150316,7.164466,7.169236,7.165922,7.158194,7.150221,7.147128,7.145089,7.144813,7.144546,7.143959,7.141236,7.14365,7.142781,7.144178,0,0
Action 31,OYR,2.535963,2.533895,2.533668,2.546496,2.554363,2.497811,2.774229,3.316786,4.115199,4.52614,4.759936,4.853705,4.829479,4.726473,4.596175,4.406152,4.32632,4.414187,4.592811,4.739634,4.827326,4.758167,4.639544,4.433932,4.098359,3.838104,3.494677,3.285249,3.09814,2.941566,2.726787,2.633955,2.608544,2.597615,2.581175,2.58879,2.601073,2.604403,2.604786,2.611219,2.619013,2.619491,2.620618,2.628409,2.666269,0,0
Action 32,ALX,-0.9594727,-0.965332,-0.9555664,-0.9648438,-0.9609375,-0.965332,-0.96875,-0.9521484,-1.001953,-1.039551,-0.9780273,-0.9179688,-0.8935547,-0.9526367,-0.894043,-0.9003906,-0.8911133,-0.9257813,-0.9101563,-0.909668,-0.9335938,-0.9243164,-0.9404297,-0.8959961,-0.9208984,-0.9306641,-0.9262695,-0.9404297,-0.9331055,-0.9282227,-0.9174805,-0.9638672,-0.9990234,-0.9584961,-0.9570313,-0.9375,-0.9477539,-0.9912109,-0.9399414,-0.9360352,-0.9575195,-0.9716797,-0.9584961,-0.9511719,-0.9467773,0,0
Action 32,ALY,0.2084961,0.2070313,0.21875,0.2094727,0.2143555,0.2080078,0.2475586,0.2856445,0.230957,0.2573242,0.2285156,0.2651367,0.3720703,0.4316406,0.3256836,0.3481445,0.3549805,0.3642578,0.371582,0.3637695,0.3657227,0.371582,0.34375,0.3417969,0.3544922,0.3505859,0.3569336,0.3305664,0.2973633,0.3334961,0.2910156,0.2954102,0.2587891,0.3461914,0.2670898,0.2607422,0.2451172,0.2148438,0.1914063,0.2460938,0.2084961,0.2001953,0.2114258,0.2001953,0.2124023,0,0
Action 32,ALZ,-0.1689453,-0.1645508,-0.1728516,-0.1679688,-0.1713867,-0.1743164,-0.3134766,-0.3125,-0.2407227,0.01953125,0.1064453,0.05517578,-0.01953125,0.02587891,0.1015625,0.140625,0.1411133,0.1977539,0.2138672,0.2324219,0.2231445,0.1660156,0.1308594,0.1137695,0.1396484,0.1181641,0.08984375,0.06445313,0.06542969,0.01074219,-0.01513672,-0.08544922,-0.07275391,-0.2182617,-0.230957,-0.2451172,-0.2148438,-0.1689453,-0.1953125,-0.2470703,-0.2207031,-0.2109375,-0.2089844,-0.1904297,-0.1894531,0,0
Action 32,ARX,-0.9873047,-0.9892578,-0.9907227,-0.9873047,-0.9868164,-0.9848633,-0.9956055,-1.01416,-1.115723,-1.027344,-1.007324,-1.009277,-1.036621,-0.8417969,-0.7280273,-0.6308594,-0.6196289,-0.7260742,-0.7446289,-1.065918,-0.9589844,-0.9316406,-0.90625,-0.9335938,-0.9506836,-0.9311523,-0.9194336,-0.9492188,-0.9716797,-0.9946289,-1.025391,-0.9946289,-0.987793,-0.9931641,-1.007324,-0.9931641,-0.9926758,-0.9868164,-0.9780273,-0.9980469,-0.9541016,-0.9882813,-1.003418,-0.9956055,-0.9892578,0,0
Action 32,ARY,-0.2060547,-0.2104492,-0.2016602,-0.2070313,-0.2055664,-0.2280273,-0.2763672,-0.3530273,-0.234375,-0.3037109,-0.3955078,-0.4033203,-0.5991211,-0.5341797,-0.4379883,-0.3837891,-0.3530273,-0.324707,-0.3486328,-0.3588867,-0.5371094,-0.5595703,-0.5239258,-0.3583984,-0.3457031,-0.3144531,-0.3242188,-0.3032227,-0.2939453,-0.3208008,-0.3364258,-0.2353516,-0.3032227,-0.2822266,-0.2719727,-0.2177734,-0.215332,-0.2109375,-0.2070313,-0.1894531,-0.2109375,-0.2084961,-0.2080078,-0.2060547,-0.2163086,0,0
Action 32,ARZ,-0.07666016,-0.08300781,-0.0859375,-0.08496094,-0.08789063,-0.1103516,-0.2246094,-0.1630859,0.09179688,0.2128906,0.2158203,0.2802734,0.1762695,0.1630859,0.347168,0.355957,0.4790039,0.4526367,0.4433594,0.5004883,0.5742188,0.4145508,0.2304688,0.1542969,0.1259766,0.1367188,0.1538086,0.2075195,0.1264648,0.07519531,-0.003417969,0,-0.05273438,-0.1210938,-0.1044922,-0.0703125,-0.06591797,-0.1147461,-0.1318359,-0.1274414,-0.1191406,-0.1230469,-0.1044922,-0.1015625,-0.09130859,0,0
Action 32,EMG0L,-3,4,11,-3,-18,1,-4,22,-5,16,-2,-29,-1,-2,-3,-7,13,0,-20,-2,9,-3,18,-8,-7,-1,-4,8,7,-18,-5,7,-36,2,1,-2,22,-18,-2,-9,-17,2,2,-3,-10,0,0
Action 32,EMG1L,-1,-2,-2,-1,-2,-4,-8,21,-1,23,1,-15,3,8,-4,9,-4,-8,1,4,-5,0,1,-5,-3,-5,-4,5,7,3,-11,-1,3,-7,0,-5,23,-4,-4,-3,-3,2,0,0,-3,0,0
Action 32,EMG2L,-1,0,0,-2,-2,0,-3,13,2,26,12,-20,10,13,7,13,9,-10,4,10,-7,6,1,3,5,-6,-8,9,19,4,6,-6,16,-2,2,-2,10,-1,-7,-3,-2,3,0,1,-2,0,0
Action 32,EMG3L,-1,0,0,-3,-2,5,33,-15,24,30,-13,-28,19,10,8,4,11,-7,-3,9,-14,8,9,6,3,-13,-12,16,24,0,-1,-1,6,-2,2,-2,5,-2,-4,-1,-1,2,-1,-1,-3,0,0
Action 32,EMG4L,-1,-2,-2,-2,-1,-1,9,7,23,22,-26,-17,12,11,-3,0,8,-12,-1,7,-1,3,4,-4,5,-10,-8,9,21,-5,-1,-2,-7,-1,0,-4,2,4,-5,0,-2,2,1,-5,-2,0,0
Action 32,EMG5L,-1,1,0,-4,1,-2,-4,12,4,16,-15,-10,3,4,-3,2,6,-8,-1,3,3,1,3,0,3,-2,-5,2,8,-3,-1,-1,-6,-1,-3,-6,1,8,-4,0,-2,5,0,-7,0,0,0
Action 32,EMG6L,-4,2,-2,-5,1,-2,-7,18,-4,12,-7,-8,1,1,-4,1,3,-7,1,3,1,1,2,-4,0,-1,-4,2,3,0,-3,-1,-6,-1,-1,-14,-6,19,-6,-2,2,11,5,-10,-1,0,0
Action 32,EMG7L,-1,0,-2,-13,0,0,-5,13,-1,9,-7,-10,0,2,-2,-2,6,-5,-5,3,3,0,5,-4,-3,-3,-4,3,3,-7,-4,1,-10,0,-2,-6,-7,22,-6,-2,7,9,-4,-22,-2,0,0
Action 32,EMG0R,-10,6,-5,6,-5,14,-34,20,-8,9,6,-2,0,-7,2,-2,0,7,-4,35,6,2,-10,-1,-6,-4,-4,-5,-3,2,0,1,-4,-7,-4,6,18,6,-18,6,-3,6,6,2,0,0,0
Action 32,EMG1R,-5,2,-4,0,-5,0,-25,23,-13,17,-2,-10,9,-10,-1,-1,-4,3,2,0,3,3,-15,3,-6,-2,-12,-6,-3,5,-1,1,-5,-2,-1,5,8,9,-8,2,2,2,2,2,-1,0,0
Action 32,EMG2R,-2,1,-2,1,-2,-7,-37,40,-13,27,-31,-30,27,-23,-6,-1,-5,0,-8,-40,0,11,-29,9,-6,-5,-12,-11,-4,13,3,-2,-4,-2,-2,4,5,2,-4,0,2,1,-1,-2,-4,0,0
Action 32,EMG3R,-3,-2,-4,1,2,-16,-56,74,32,65,-39,-56,30,-36,-8,-2,2,-2,-7,-66,-10,23,-52,16,-8,-8,-1,-25,-8,17,4,0,-2,-2,-3,0,2,2,-1,0,-2,2,-1,0,-2,0,0
Action 32,EMG4R,-1,-2,-2,0,-2,-6,-62,47,-24,34,-28,-39,40,-30,-3,-3,-2,-3,-5,-15,-9,12,-34,4,-7,-7,-2,-11,-6,9,5,-2,-4,-1,-3,2,2,1,-1,-1,-1,2,-1,-2,-3,0,0
Action 32,EMG5R,-3,-6,-4,-1,0,1,-36,27,-26,15,-19,-15,22,-11,-1,-4,-5,1,-1,-9,-8,1,-19,1,-7,-4,0,-6,-4,0,1,-6,-3,-3,-4,-1,4,-2,-4,1,-3,2,-1,-8,-7,0,0
Action 32,EMG6R,3,8,-8,-4,0,3,-15,10,-13,4,-4,5,-21,-13,-15,11,13,-1,-3,-8,6,-11,-10,-1,39,-3,-4,0,-3,-35,-26,-4,-2,-6,-1,-28,5,-14,-8,8,4,0,9,-30,-12,0,0
Action 32,EMG7R,-7,6,-8,4,-9,1,-19,8,-10,6,0,0,-3,-8,9,2,1,-2,-1,6,5,-3,-9,1,-17,-2,-2,-7,-3,6,15,0,2,-11,-13,6,14,1,-21,4,-9,1,9,7,1,0,0
Action 32,GLX,1.3125,0.0625,-0.25,-2.6875,-3.75,-1.4375,-1.1875,-18.125,-13.5,9.3125,13.625,22.25,-1.1875,-14.875,-7.5,5.0625,-10.4375,-10.5625,-14.0625,-2.875,1.125,4.375,9.125,-5,-5.625,0,-5,-10.625,-2.1875,-16.4375,-2.875,-13.125,-5.25,-7.375,-8,2.25,8.5625,-4.75,28.9375,9.1875,-8.0625,11.6875,2.3125,2.9375,3.0625,0,0
Action 32,GLY,1.3125,0.0625,-0.25,-2.6875,-3.75,-1.4375,-1.1875,-18.125,-13.5,9.3125,13.625,22.25,-1.1875,-14.875,-7.5,5.0625,-10.4375,-10.5625,-14.0625,-2.875,1.125,4.375,9.125,-5,-5.625,0,-5,-10.625,-2.1875,-16.4375,-2.875,-13.125,-5.25,-7.375,-8,2.25,8.5625,-4.75,28.9375,9.1875,-8.0625,11.6875,2.3125,2.9375,3.0625,0,0
Action 32,GLZ,1.3125,0.0625,-0.25,-2.6875,-3.75,-1.4375,-1.1875,-18.125,-13.5,9.3125,13.625,22.25,-1.1875,-14.875,-7.5,5.0625,-10.4375,-10.5625,-14.0625,-2.875,1.125,4.375,9.125,-5,-5.625,0,-5,-10.625,-2.1875,-16.4375,-2.875,-13.125,-5.25,-7.375,-8,2.25,8.5625,-4.75,28.9375,9.1875,-8.0625,11.6875,2.3125,2.9375,3.0625,0,0
Action 32,GRX,0.1875,-0.375,-0.4375,1.0625,-0.75,-0.4375,-4.125,-13,-56.3125,-69.1875,-87.375,-92.625,0.6875,119.9375,151.3125,155.1875,85.5,-0.1875,-30.9375,-165.25,-213.625,-139,-46.75,7,31.875,65.3125,59.3125,45.5,46.0625,20.75,22.125,2.5625,12.6875,13.3125,-1.0625,6.6875,-0.375,-7.375,-12.375,-6.1875,2.5,5.1875,3.25,1.9375,-1,0,0
Action 32,GRY,0.1875,-0.375,-0.4375,1.0625,-0.75,-0.4375,-4.125,-13,-56.3125,-69.1875,-87.375,-92.625,0.6875,119.9375,151.3125,155.1875,85.5,-0.1875,-30.9375,-165.25,-213.625,-139,-46.75,7,31.875,65.3125,59.3125,45.5,46.0625,20.75,22.125,2.5625,12.6875,13.3125,-1.0625,6.6875,-0.375,-7.375,-12.375,-6.1875,2.5,5.1875,3.25,1.9375,-1,0,0
Action 32,GRZ,0.1875,-0.375,-0.4375,1.0625,-0.75,-0.4375,-4.125,-13,-56.3125,-69.1875,-87.375,-92.625,0.6875,119.9375,151.3125,155.1875,85.5,-0.1875,-30.9375,-165.25,-213.625,-139,-46.75,7,31.875,65.3125,59.3125,45.5,46.0625,20.75,22.125,2.5625,12.6875,13.3125,-1.0625,6.6875,-0.375,-7.375,-12.375,-6.1875,2.5,5.1875,3.25,1.9375,-1,0,0
Action 32,ORL,8.487894,8.494755,8.5008,8.50495,8.508981,8.51366,8.542754,8.605048,8.613724,8.453357,8.101645,7.431515,7.007822,6.835084,6.733566,6.695082,6.693054,6.682824,6.680959,6.682847,6.692255,6.739792,6.775292,6.819138,6.874402,6.928059,7.003668,7.109719,7.309065,7.520399,7.717555,7.989382,8.238505,8.42617,8.520053,8.598487,8.693193,8.688353,8.66601,8.66762,8.649816,8.643845,8.639804,8.641407,8.643553,0,0
Action 32,OPL,7.058368,7.060007,7.060637,7.062644,7.063221,7.063673,7.05022,7.021499,7.007003,6.999105,7.017022,6.994891,6.904298,6.838942,6.783496,6.754671,6.760624,6.777138,6.798005,6.818285,6.834893,6.85304,6.857072,6.854805,6.867871,6.877887,6.889416,6.908912,6.940336,6.960019,6.973819,6.980973,6.990942,6.991417,6.989656,6.986292,6.985358,6.992136,7.021103,7.028777,7.038879,7.053981,7.056818,7.056103,7.052722,0,0
Action 32,OYL,8.338281,8.345854,8.351594,8.359685,8.368707,8.378113,8.410028,8.49038,8.515811,8.344532,7.963578,7.212918,6.74062,6.566222,6.4771,6.432541,6.435728,6.44166,6.462033,6.478877,6.492603,6.539667,6.560182,6.604697,6.680223,6.738894,6.824879,6.955486,7.18681,7.423097,7.644842,7.952621,8.25145,8.457622,8.573932,8.656683,8.743453,8.739842,8.677407,8.643864,8.633152,8.616922,8.602337,8.599916,8.594565,0,0
Action 32,ORR,2.067128,2.065541,2.060025,2.056399,2.056329,2.049384,1.968593,1.829165,1.899824,2.220566,2.793903,3.074446,3.19747,3.430665,3.770272,4.034006,4.204479,4.210481,4.10488,3.775572,3.444981,3.288773,3.302142,3.347407,3.345544,3.362653,3.31919,3.212203,3.063288,2.859605,2.674836,2.491046,2.338638,2.177547,2.002083,1.858289,1.810507,1.802236,1.80791,1.834134,1.875987,1.938528,1.965912,1.970188,1.959065,0,0
Action 32,OPR,7.168401,7.165642,7.164733,7.164073,7.16345,7.161075,7.137403,7.083929,7.039526,7.027002,6.916007,6.738954,6.5221,6.284868,6.040401,5.913223,5.865327,6.032103,6.231146,6.510731,6.6718,6.751995,6.76578,6.754229,6.760108,6.776225,6.825454,6.866616,6.919418,6.979985,7.013494,7.065623,7.096493,7.130512,7.149079,7.160501,7.165715,7.169107,7.168149,7.165319,7.161896,7.158095,7.156962,7.156418,7.15742,0,0
Action 32,OYR,2.989981,2.990651,2.985744,2.982425,2.982389,2.977673,2.905039,2.777206,2.935068,3.37858,4.158757,4.63213,4.848102,4.956449,5.004176,5.011297,4.974379,4.90992,4.80616,4.680215,4.705338,4.847425,5.00057,5.082559,5.046364,4.960527,4.755199,4.551355,4.306951,4.011698,3.78323,3.561028,3.39574,3.205492,3.019033,2.857831,2.803652,2.808065,2.834131,2.874806,2.919744,2.969865,2.992921,2.994313,2.985023,0,0
Action 33,ALX,-1.026855,-0.987793,-0.9575195,-0.9155273,-0.9370117,-0.9023438,-0.8789063,-0.9077148,-0.9306641,-0.9291992,-0.9580078,-0.9433594,-0.9267578,-0.9272461,-0.9462891,-0.921875,-0.9355469,-0.9091797,-0.949707,-0.9511719,-0.9467773,-0.9448242,-0.9780273,-0.9414063,-0.9365234,-0.9853516,-0.9506836,-0.9501953,-0.9667969,-0.9736328,-0.9433594,-0.9526367,-0.9550781,-0.9589844,-0.949707,-0.9663086,-0.9604492,-0.965332,-0.9672852,-0.9633789,-0.9672852,-0.9692383,-0.9643555,-0.9624023,-0.9643555,0,0
Action 33,ALY,0.25,0.2963867,0.2382813,0.3134766,0.315918,0.3320313,0.3256836,0.3212891,0.3291016,0.3540039,0.3295898,0.3276367,0.3242188,0.3164063,0.315918,0.3354492,0.3286133,0.3359375,0.315918,0.309082,0.3398438,0.2944336,0.2729492,0.3154297,0.3115234,0.2299805,0.309082,0.25,0.2470703,0.222168,0.1572266,0.2885742,0.1933594,0.2299805,0.1875,0.2099609,0.203125,0.1967773,0.1870117,0.190918,0.1787109,0.1757813,0.1772461,0.1728516,0.1777344,0,0
Action 33,ALZ,-0.06445313,0.09863281,0.1206055,-0.004394531,-0.003417969,0.04589844,0.1552734,0.1884766,0.1606445,0.2001953,0.215332,0.2070313,0.1860352,0.1274414,0.137207,0.1367188,0.1391602,0.09863281,0.09033203,0.08105469,0.06298828,0.01904297,0.02978516,-0.04736328,-0.05273438,-0.08886719,-0.1337891,-0.190918,-0.2436523,-0.2119141,-0.1049805,-0.1777344,-0.2084961,-0.1962891,-0.1679688,-0.1728516,-0.1826172,-0.1870117,-0.1762695,-0.1894531,-0.1967773,-0.1894531,-0.2124023,-0.2163086,-0.2050781,0,0
Action 33,ARX,-1.063477,-1.003906,-1.018066,-1.009766,-0.9941406,-0.859375,-0.668457,-0.6337891,-0.6088867,-0.9331055,-1.030762,-1.010254,-0.9990234,-0.9072266,-0.9609375,-0.984375,-0.9638672,-0.921875,-0.9555664,-1.002441,-1.040527,-0.9912109,-1.020996,-0.9951172,-1.001953,-0.9980469,-0.9941406,-0.9892578,-0.9946289,-0.9755859,-0.9926758,-0.9912109,-0.9882813,-1.000977,-1.000977,-0.9897461,-0.9916992,-0.9848633,-0.9936523,-0.987793,-0.980957,-0.9956055,-0.984375,-0.9902344,-0.9746094,0,0
Action 33,ARY,-0.2998047,-0.2685547,-0.4594727,-0.4091797,-0.5551758,-0.5595703,-0.3183594,-0.1972656,-0.4677734,-0.1738281,-0.3100586,-0.5126953,-0.5244141,-0.4482422,-0.3666992,-0.3383789,-0.2724609,-0.2451172,-0.3525391,-0.2905273,-0.3056641,-0.3027344,-0.2265625,-0.2597656,-0.2402344,-0.2602539,-0.2211914,-0.2197266,-0.1889648,-0.1923828,-0.1821289,-0.1635742,-0.1699219,-0.1704102,-0.159668,-0.1513672,-0.1635742,-0.1640625,-0.171875,-0.1704102,-0.1704102,-0.1484375,-0.2055664,-0.1650391,-0.175293,0,0
Action 33,ARZ,0.09619141,0.1240234,0.1713867,0.2172852,0.1538086,0.2075195,0.3383789,0.3623047,0.3256836,0.3115234,0.5283203,0.5483398,0.3798828,0.2797852,0.1625977,0.1425781,0.06298828,0.1904297,0.1967773,0.1694336,0.09814453,-0.01416016,0.01269531,-0.01171875,-0.09912109,-0.1416016,-0.1040039,-0.08300781,-0.1069336,-0.07324219,-0.1030273,-0.1044922,-0.1030273,-0.1054688,-0.109375,-0.1235352,-0.1181641,-0.1010742,-0.109375,-0.1074219,-0.1235352,-0.1201172,-0.1425781,-0.1391602,-0.1318359,0,0
Action 33,EMG0L,-10,22,6,-2,-7,10,12,-26,1,-6,7,-15,-5,0,-3,-3,4,2,18,-14,-13,16,-8,-4,-2,4,-2,5,-2,-1,2,-10,2,5,0,-5,2,-5,1,1,0,5,-3,-3,-1,0,0
Action 33,EMG1L,-13,10,0,2,-3,-11,8,3,0,-2,-2,1,1,-4,0,2,-1,1,5,-14,-6,3,-7,-1,1,0,0,-2,-2,-1,1,-3,-1,2,-2,-1,2,-4,-1,0,-1,2,-1,-3,1,0,0
Action 33,EMG2L,-15,15,-6,8,5,-9,10,20,4,-5,0,8,3,-5,1,5,-7,6,7,-25,-7,-1,-10,3,-1,-2,1,-5,1,0,-1,-1,-3,0,-3,-1,-2,-1,-3,0,-2,-1,-2,-1,-1,0,0
Action 33,EMG3L,-30,5,-16,13,-2,-6,15,8,8,-11,3,8,3,-2,-8,8,-7,5,9,-44,4,-7,-9,5,0,-4,-2,-3,-3,0,-2,1,-2,2,-1,0,-1,-2,-1,-2,-2,-1,-2,-2,-2,0,0
Action 33,EMG4L,-25,5,3,10,-7,-1,6,-2,7,-7,3,0,1,-7,-2,3,-3,3,12,-38,-11,8,-6,-3,0,3,-3,0,-3,1,-2,-3,-2,3,-1,-8,-1,0,-1,-2,-1,-1,0,-2,-2,0,0
Action 33,EMG5L,-25,5,0,4,-4,-2,0,-3,-1,-2,-5,-3,-1,-9,-6,3,2,-1,5,-18,-4,3,-3,-4,1,1,-1,-2,-2,6,-4,-6,2,5,0,-16,3,0,2,-5,-1,3,2,-3,0,0,0
Action 33,EMG6L,-12,10,0,3,-1,-5,-1,-3,-2,-4,-1,-3,-1,-7,-7,1,0,-2,2,-10,-6,3,-1,-4,-2,2,-1,1,-4,13,4,-4,4,9,0,-18,6,-9,1,-5,1,6,-1,-5,-2,0,0
Action 33,EMG7L,-5,8,0,1,-2,2,1,-6,-2,-2,2,-4,-2,-5,-4,-3,1,-1,5,-8,-7,5,-3,-4,-2,1,0,1,-1,3,3,-5,4,7,0,-9,3,-7,1,-4,1,10,-2,-1,0,0,0
Action 33,EMG0R,-19,-7,2,0,-21,6,16,2,3,3,7,8,8,0,-13,-2,0,1,3,-1,-6,-3,12,12,-15,0,17,-13,3,7,-6,-4,13,-29,-12,-5,13,-5,9,6,-18,18,8,7,-4,0,0
Action 33,EMG1R,9,-11,2,1,-30,9,12,1,0,5,-4,-4,-1,3,-5,-10,-1,2,-1,-3,-16,-1,3,4,-28,3,6,-6,-2,2,7,-17,5,-10,-4,1,8,-4,7,2,-6,6,1,1,3,0,0
Action 33,EMG2R,14,-4,1,2,-40,14,5,0,3,-8,-15,-13,-4,5,-10,-19,-3,4,-5,-2,-25,-4,2,0,-15,-1,3,-1,1,1,3,-11,2,-1,-4,1,3,-3,3,2,0,1,1,0,0,0,0
Action 33,EMG3R,11,8,-2,2,-47,36,2,6,15,-19,-11,-4,-7,6,-20,-25,-5,11,-16,-5,-27,-9,1,3,-7,1,-4,0,2,2,-4,-3,2,1,-2,1,-2,-3,2,2,-2,1,2,-1,-2,0,0
Action 33,EMG4R,-2,13,-8,19,-69,19,10,4,7,-14,-4,-14,-5,2,-11,-9,-4,4,-7,-3,-19,-4,1,0,-8,0,-1,4,0,2,-3,-2,0,2,-4,1,-3,-4,1,1,-3,0,2,0,-1,0,0
Action 33,EMG5R,16,0,-6,2,-53,13,18,4,7,-1,-2,-10,-6,1,-5,-12,0,4,-3,-2,-11,-5,-2,1,-7,-4,0,2,-3,-10,-6,-10,4,-1,-5,5,2,-6,1,0,-3,3,-3,1,-2,0,0
Action 33,EMG6R,3,-3,-4,-4,-36,8,23,7,13,-6,-2,0,-34,-1,-8,-10,-4,4,1,-18,10,-8,-3,2,-12,1,0,11,1,4,-1,30,27,-27,-14,7,4,3,2,7,-5,19,-17,10,-1,0,0
Action 33,EMG7R,0,-5,-3,0,-19,10,44,3,11,7,-2,2,6,0,-6,-5,0,1,-1,-1,-8,6,7,11,-23,-1,16,-34,0,8,6,-35,14,-29,-15,-9,15,2,10,10,-17,22,8,9,-12,0,0
Action 33,GLX,40.6875,21.5625,21.125,28.25,5.5625,-9.75,-12.9375,-9.4375,-9.875,-13.0625,-4.4375,2.4375,6.375,11.5,5.75,-7.8125,-7.875,-9.1875,-10.5625,-11.625,-12.25,-23.6875,-6.625,-11.8125,-23.125,0.9375,15.5625,-9.8125,3.25,-20.375,20.0625,4.75,3.25,-2.0625,-0.9375,8.1875,7.5,6.4375,7.625,3.3125,5.5,4.1875,3.25,0.4375,-2,0,0
Action 33,GLY,40.6875,21.5625,21.125,28.25,5.5625,-9.75,-12.9375,-9.4375,-9.875,-13.0625,-4.4375,2.4375,6.375,11.5,5.75,-7.8125,-7.875,-9.1875,-10.5625,-11.625,-12.25,-23.6875,-6.625,-11.8125,-23.125,0.9375,15.5625,-9.8125,3.25,-20.375,20.0625,4.75,3.25,-2.0625,-0.9375,8.1875,7.5,6.4375,7.625,3.3125,5.5,4.1875,3.25,0.4375,-2,0,0
Action 33,GLZ,40.6875,21.5625,21.125,28.25,5.5625,-9.75,-12.9375,-9.4375,-9.875,-13.0625,-4.4375,2.4375,6.375,11.5,5.75,-7.8125,-7.875,-9.1875,-10.5625,-11.625,-12.25,-23.6875,-6.625,-11.8125,-23.125,0.9375,15.5625,-9.8125,3.25,-20.375,20.0625,4.75,3.25,-2.0625,-0.9375,8.1875,7.5,6.4375,7.625,3.3125,5.5,4.1875,3.25,0.4375,-2,0,0
Action 33,GRX,-1.4375,-41.875,-100.375,-96.25,-5.4375,117.6875,167.9375,104.5,41.6875,91.5625,-173.5,-211.25,-114.125,-32.75,-26.8125,21.6875,72.5625,74.6875,65.4375,68.4375,14.6875,5.0625,-17.625,-17.8125,-10.0625,-10.75,-0.1875,-3.0625,1,-1.0625,-4.5,-8,-10.875,3.1875,-1.8125,2.25,-0.25,0.25,2.5,1.5625,0.9375,4.125,2.125,4.0625,-7.9375,0,0
Action 33,GRY,-1.4375,-41.875,-100.375,-96.25,-5.4375,117.6875,167.9375,104.5,41.6875,91.5625,-173.5,-211.25,-114.125,-32.75,-26.8125,21.6875,72.5625,74.6875,65.4375,68.4375,14.6875,5.0625,-17.625,-17.8125,-10.0625,-10.75,-0.1875,-3.0625,1,-1.0625,-4.5,-8,-10.875,3.1875,-1.8125,2.25,-0.25,0.25,2.5,1.5625,0.9375,4.125,2.125,4.0625,-7.9375,0,0
