ActionCount,Sensor,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20,time21,time22,time23,time24,time25,time26,time27,time28,time29,time30,time31,time32,time33,time34,time35,time36,time37,time38,time39,time40,time41,time42,time43,time44,time45,time46,time47,time48,time49,time50,time51,time52,time53,time54,time55,time56,time57,time58,time59,time60,time61,time62,time63,time64,time65,time66,time67,time68,time69,time70,time71,time72,time73,time74,time75,time76,time77,time78,time79,time80,time81,time82,time83,time84
Action 17,EMG4R,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,NaN
Action 17,EMG5R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN
Action 17,EMG6R,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NaN
Action 17,EMG7R,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NaN
Action 17,GLX,-0.375,0.5625,0.8125,-0.3125,0.125,-0.75,-0.75,0.875,11.0625,19.625,49.375,62.8125,64.875,64.875,71.6875,66.125,61.9375,69.375,75.6875,84.4375,78.5,46.5625,45.6875,27.75,4.5,5.0625,-4.4375,-8.6875,-5.25,-11.6875,-3.25,-3.25,-6.4375,-6.8125,-10.0625,-10.4375,-31.875,-33,6.3125,13.9375,24.1875,9.375,-20.1875,-66.25,1.1875,-20.25,-3.6875,7.5,7.5,-6.4375,1.6875,-3.125,1.625,-0.75,-4.9375,-2.375,5.125,10.6875,-3.0625,-14,-19.9375,-31,-38.6875,-47.3125,-46.4375,-68.9375,-64.3125,-63.25,-63.0625,-70.875,-36.875,-40.875,-60,-64.1875,-44.875,-46.625,-37.0625,-25.125,-4.375,-1.6875,-0.9375,1.4375,0.25,NaN
Action 17,GLY,-0.375,0.5625,0.8125,-0.3125,0.125,-0.75,-0.75,0.875,11.0625,19.625,49.375,62.8125,64.875,64.875,71.6875,66.125,61.9375,69.375,75.6875,84.4375,78.5,46.5625,45.6875,27.75,4.5,5.0625,-4.4375,-8.6875,-5.25,-11.6875,-3.25,-3.25,-6.4375,-6.8125,-10.0625,-10.4375,-31.875,-33,6.3125,13.9375,24.1875,9.375,-20.1875,-66.25,1.1875,-20.25,-3.6875,7.5,7.5,-6.4375,1.6875,-3.125,1.625,-0.75,-4.9375,-2.375,5.125,10.6875,-3.0625,-14,-19.9375,-31,-38.6875,-47.3125,-46.4375,-68.9375,-64.3125,-63.25,-63.0625,-70.875,-36.875,-40.875,-60,-64.1875,-44.875,-46.625,-37.0625,-25.125,-4.375,-1.6875,-0.9375,1.4375,0.25,NaN
Action 17,GLZ,-0.375,0.5625,0.8125,-0.3125,0.125,-0.75,-0.75,0.875,11.0625,19.625,49.375,62.8125,64.875,64.875,71.6875,66.125,61.9375,69.375,75.6875,84.4375,78.5,46.5625,45.6875,27.75,4.5,5.0625,-4.4375,-8.6875,-5.25,-11.6875,-3.25,-3.25,-6.4375,-6.8125,-10.0625,-10.4375,-31.875,-33,6.3125,13.9375,24.1875,9.375,-20.1875,-66.25,1.1875,-20.25,-3.6875,7.5,7.5,-6.4375,1.6875,-3.125,1.625,-0.75,-4.9375,-2.375,5.125,10.6875,-3.0625,-14,-19.9375,-31,-38.6875,-47.3125,-46.4375,-68.9375,-64.3125,-63.25,-63.0625,-70.875,-36.875,-40.875,-60,-64.1875,-44.875,-46.625,-37.0625,-25.125,-4.375,-1.6875,-0.9375,1.4375,0.25,NaN
Action 17,GRX,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,NaN
Action 17,GRY,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,NaN
Action 17,GRZ,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,NaN
Action 17,ORL,6.900148,6.900033,6.900033,6.900033,6.900033,6.900033,6.900033,6.900815,6.909667,6.914882,6.948006,6.990443,7.031693,7.031693,7.060725,7.136204,7.202028,7.265791,7.325723,7.390744,7.456789,7.519347,7.537458,7.584876,7.589797,7.59655,7.592927,7.59022,7.583685,7.560433,7.570041,7.570041,7.564248,7.571144,7.538098,7.55013,7.564149,7.538734,7.522645,7.528351,7.555071,7.561217,7.552509,7.487122,7.452869,7.430967,7.427805,7.430421,7.430421,7.406195,7.406091,7.403406,7.404062,7.403622,7.400795,7.383939,7.396884,7.395297,7.396046,7.386686,7.360192,7.305377,7.281704,7.225255,7.179407,7.116642,7.063725,7.043425,7.022814,6.98825,6.984439,7.002594,7.001924,6.995428,7.008956,7.009483,6.990499,6.976753,6.940632,6.919378,6.899799,6.893384,6.888118,NaN
Action 17,OPL,3.06493,3.064791,3.064791,3.064791,3.064791,3.064791,3.064791,3.064794,3.065208,3.065065,3.062819,3.070255,3.099734,3.099734,3.124187,3.203851,3.315802,3.446816,3.607226,3.782532,3.964805,4.234606,4.31873,4.54656,4.669243,4.777321,4.799205,4.813126,4.840478,4.893538,4.948089,4.948089,4.945771,4.95321,4.924591,4.933707,5.014984,5.027635,5.014355,5.00566,4.972665,4.956123,4.944815,4.953121,4.961416,4.963778,4.963871,4.966011,4.966011,4.958205,4.956128,4.953866,4.951276,4.949545,4.940502,4.903306,4.806756,4.768472,4.709396,4.665872,4.556501,4.342685,4.253723,4.05485,3.867248,3.687922,3.531325,3.46392,3.402355,3.310225,3.191008,3.136837,3.119699,3.086742,3.063139,3.057768,3.0488,3.047369,3.052463,3.060896,3.066444,3.068279,3.072438,NaN
Action 17,OYL,6.840204,6.840062,6.840062,6.840062,6.840062,6.840062,6.840062,6.839285,6.844306,6.849464,6.863572,6.890123,6.923803,6.923803,6.935868,6.938702,6.942578,6.956379,6.982811,7.017777,7.052906,7.096693,7.111156,7.147662,7.163236,7.174533,7.181992,7.182156,7.190268,7.202673,7.213338,7.213338,7.221187,7.229714,7.238457,7.242615,7.26027,7.271626,7.290142,7.292295,7.26777,7.248629,7.23559,7.232437,7.219193,7.219533,7.218543,7.216975,7.216975,7.214108,7.21348,7.214207,7.214315,7.212774,7.212958,7.204217,7.199871,7.210926,7.224146,7.232234,7.249493,7.270972,7.273569,7.2803,7.273453,7.26215,7.234274,7.216293,7.199274,7.150993,7.061027,6.999136,6.963553,6.889628,6.817537,6.788487,6.757043,6.756488,6.775818,6.795403,6.815142,6.822927,6.830455,NaN
Action 17,ORR,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,NaN
Action 17,OPR,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,NaN
Action 17,OYR,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,NaN
Action 18,ALX,0.9233398,0.9135742,0.921875,0.918457,0.9384766,0.9389648,0.9350586,0.9003906,0.8632813,0.8959961,0.9291992,0.9741211,0.9873047,1.00293,1.00293,0.8657227,0.8115234,0.6489258,0.6054688,0.4990234,0.3876953,0.3173828,0.3173828,0.2148438,0.1665039,0.4277344,-0.46875,-0.1694336,0.7314453,0.4555664,0.7246094,-0.02294922,0.1674805,0.1674805,0.02734375,-0.07080078,-0.07080078,0.1503906,0.1474609,0.06542969,0.03857422,0.05371094,0.02734375,0.2749023,-0.05566406,-0.1738281,-0.6074219,-0.5146484,-0.2978516,-0.2978516,0.3349609,0.734375,0.7353516,0.862793,0.3803711,0.3886719,0.3886719,0.3056641,0.4589844,0.4589844,0.5581055,0.7441406,0.8227539,0.8520508,0.8520508,0.9375,1.005859,1.017578,1.006836,0.9848633,0.9116211,0.8857422,0.894043,0.8979492,0.8979492,0.925293,0.9399414,0.9296875,0.9301758,0.9233398,0.9282227,0.9204102,0.9204102,0.9194336
Action 18,ALY,0.3149414,0.3037109,0.3198242,0.3173828,0.3012695,0.3256836,0.484375,0.5830078,0.6166992,0.6196289,0.7319336,0.7709961,0.7670898,0.7817383,0.7817383,0.7993164,0.7641602,0.7451172,0.7412109,0.6865234,0.6757813,0.6850586,0.6850586,0.7099609,0.734375,0.8710938,0.8232422,1.022949,1.113281,1.120117,1.098145,1.053223,0.8056641,0.8056641,0.8261719,0.8818359,0.8818359,1.274414,1.165527,1.046387,1.036133,1.029297,0.9985352,1.134766,0.8666992,0.8291016,0.9140625,0.8061523,0.9838867,0.9838867,0.8208008,0.902832,0.8413086,0.7246094,0.5947266,0.7133789,0.7133789,0.722168,0.9677734,0.9677734,0.9448242,0.9750977,0.8569336,0.8510742,0.8510742,0.6835938,0.5581055,0.4794922,0.4443359,0.4296875,0.3701172,0.3964844,0.4155273,0.4067383,0.4067383,0.3310547,0.2890625,0.3012695,0.3007813,0.2700195,0.28125,0.3095703,0.3095703,0.2998047
Action 18,ALZ,0.1264648,0.1298828,0.1293945,0.1298828,0.1289063,0.1210938,0.1591797,0.159668,0.1435547,0.1694336,0.1040039,0.1108398,0.1352539,0.08984375,0.08984375,0.06445313,0.06103516,0.06640625,0.0625,0.04638672,0.02001953,0.006835938,0.006835938,-0.009277344,-0.001953125,0.05712891,-0.2070313,-0.3461914,0.1582031,-0.08300781,0.4111328,-0.3862305,0.1328125,0.1328125,0.1166992,0.07226563,0.07226563,-0.01855469,0.07958984,0.1240234,0.1132813,0.1206055,0.005371094,-0.1347656,0.472168,0.3754883,-0.2133789,-0.01757813,-0.3486328,-0.3486328,0.5688477,0.4570313,0.3862305,0.6845703,0.008300781,0.1958008,0.1958008,0.1489258,0.09912109,0.09912109,0.2392578,0.2597656,0.2285156,0.3061523,0.3061523,0.1987305,0.09033203,0.1083984,0.1494141,0.1669922,0.2006836,0.1992188,0.1977539,0.1821289,0.1821289,0.109375,0.1118164,0.09326172,0.105957,0.1152344,0.1152344,0.1108398,0.1108398,0.1064453
Action 18,ARX,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918
Action 18,ARY,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547
Action 18,ARZ,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625
Action 18,EMG0L,1,0,0,-8,3,-11,-2,-3,-3,-3,0,0,2,3,0,-3,0,1,5,-4,-6,5,-3,6,-8,-10,-5,2,-6,4,62,1,-8,-8,10,59,-85,-90,-12,48,-27,69,-12,26,18,-50,4,-57,26,26,-8,-10,3,-9,-26,0,5,-3,-9,-2,13,-15,9,-8,-2,-5,2,0,1,1,-2,-1,0,0,1,-1,0,2,-1,0,1,0,-2,0
Action 18,EMG1L,0,1,-1,-4,-1,0,-1,3,-8,0,0,-4,2,0,-6,-2,1,-10,1,-2,-3,-2,2,3,-5,2,-2,0,-6,3,-4,-21,2,2,-10,45,-26,-33,25,3,-17,0,10,-20,5,-11,3,-8,20,20,-1,-3,-2,-1,-2,2,0,-1,-5,6,4,-4,3,-4,2,1,-2,-4,-3,0,-2,-1,1,0,1,-3,-1,-3,1,-1,-1,0,-2,-1
Action 18,EMG2L,0,-1,0,-3,-3,-1,-1,7,1,-3,-1,-2,0,0,1,0,1,-3,1,-1,-4,-4,2,0,-5,4,0,-3,-1,4,0,3,-1,-1,-11,24,-11,3,1,2,1,-4,0,-7,2,-3,3,-2,4,4,-1,-5,-2,-2,1,1,-1,1,-3,-1,1,-8,-5,-5,0,-2,-1,0,-3,0,-1,-1,-1,-1,-2,0,-1,1,1,-1,-1,1,-2,-1
Action 18,EMG3L,-1,1,1,0,0,0,-2,1,3,0,-1,-1,0,-2,-3,-2,0,-4,-2,-3,-4,-1,0,0,-2,0,-1,-1,2,0,0,0,-2,-2,-4,5,-4,1,-3,-2,-1,1,-1,-3,1,-3,4,1,0,0,-3,0,-1,-2,2,-1,-1,0,-5,0,1,-2,-4,-1,1,-3,1,-2,-2,2,0,2,-2,-1,-4,0,-1,0,-3,0,0,1,0,-2
Action 18,EMG4L,-3,2,0,2,-1,-2,-3,0,4,-1,-7,2,3,-3,1,-5,1,-3,4,-1,-3,0,2,0,-1,-2,-3,0,-1,-1,-3,-1,0,0,-3,1,-3,0,0,-1,2,1,4,-2,3,-2,2,1,-2,-2,-2,5,-6,7,2,-2,-1,-1,-5,0,11,23,-5,-5,0,-4,-7,-11,-3,-2,2,7,2,2,-4,-2,-2,-4,-3,1,-3,-2,0,6
Action 18,EMG5L,-2,-1,-1,-11,-4,1,0,0,0,-1,-6,1,4,-4,1,3,2,2,4,-3,-3,3,1,2,1,0,-3,0,-7,1,0,-2,1,1,-9,5,-5,0,2,-1,-1,-9,5,2,-3,2,1,15,-8,-8,-3,13,-23,16,19,-10,-6,-8,-4,3,18,14,-3,20,14,-7,46,1,9,-9,10,4,-4,24,18,-13,3,12,-17,4,-19,-17,1,-6
Action 18,EMG6L,1,0,-2,-5,2,1,-1,3,0,-6,-1,-3,1,1,-7,-1,7,5,2,-2,-5,-9,2,5,-3,-2,-5,-4,-9,-3,6,-10,2,2,-25,2,-10,2,3,11,-7,8,4,29,-11,-6,-13,2,-5,-5,-19,-6,-17,-1,2,-1,7,-5,-5,2,2,-1,-5,-8,8,3,7,2,8,-1,2,-3,4,2,5,-5,-3,5,-13,1,-3,-3,0,0
Action 18,EMG7L,0,-1,-1,-18,-14,1,-7,-12,5,-10,-1,18,-7,1,18,-6,0,10,19,4,25,-37,3,19,-24,-33,-28,-65,3,5,54,-14,-25,-25,-19,-49,-23,-8,-8,59,-89,0,9,61,-8,-32,-19,12,-32,-32,-36,-15,40,-21,-6,5,-10,-7,-13,-15,17,-6,-51,-3,8,3,-23,-3,1,4,2,4,3,2,-1,2,-14,0,-14,15,-6,-9,-8,11
Action 18,EMG0R,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Action 18,EMG1R,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
Action 18,EMG2R,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
Action 18,EMG3R,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Action 18,EMG4R,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
Action 18,EMG5R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Action 18,EMG6R,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Action 18,EMG7R,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Action 18,GLX,-0.0625,0.5625,0.4375,1.3125,8.1875,52.6875,99,94.75,80.25,67,74.8125,65.875,63.9375,53.3125,53.3125,27.4375,17.25,10.875,5.8125,0.375,8.5625,6.5,6.5,-2.125,-7.3125,-14.1875,1.75,4.6875,-5.4375,-4.125,-15.0625,-23.3125,-27.25,-27.25,-22.5,3.8125,3.8125,9.5,-50.8125,-47.6875,-2.75,-6,-4.1875,5.75,-14.8125,-5.8125,2.9375,-0.25,5.5625,5.5625,-3.3125,8.25,9,1.625,4.5,-30.375,-30.375,-39.875,-56.625,-56.625,-57.375,-67.3125,-76.4375,-77.875,-77.875,-40.5625,-64.6875,-59.375,-38.1875,-40,-31.3125,-27.75,-30.3125,-32.375,-32.375,-7.375,12,17.125,12,9.375,7.75,1.125,1.125,1.9375
Action 18,GLY,-0.0625,0.5625,0.4375,1.3125,8.1875,52.6875,99,94.75,80.25,67,74.8125,65.875,63.9375,53.3125,53.3125,27.4375,17.25,10.875,5.8125,0.375,8.5625,6.5,6.5,-2.125,-7.3125,-14.1875,1.75,4.6875,-5.4375,-4.125,-15.0625,-23.3125,-27.25,-27.25,-22.5,3.8125,3.8125,9.5,-50.8125,-47.6875,-2.75,-6,-4.1875,5.75,-14.8125,-5.8125,2.9375,-0.25,5.5625,5.5625,-3.3125,8.25,9,1.625,4.5,-30.375,-30.375,-39.875,-56.625,-56.625,-57.375,-67.3125,-76.4375,-77.875,-77.875,-40.5625,-64.6875,-59.375,-38.1875,-40,-31.3125,-27.75,-30.3125,-32.375,-32.375,-7.375,12,17.125,12,9.375,7.75,1.125,1.125,1.9375
